State,Agency,AgencyID,OrgType,Mode,EmployType,VOMs,vehicleOperationsHours,VehicleMaintHours,nonVehicleMaintHours,GeneralAdminHours,TotalOperatingHours,CapitalHours,VehicleOperationsCount,VehicleMaintCount,NonVehicleCount,GeneralAdminCount,TotalOperatingCount,CapitalCount,
AL,The Wave Transit System(WTS),4043,A,DR,PT,25,"4,680.0","1,326.0",0.0,0.0,"6,006.0",0.0,4.0,1.0,0.0,0.0,5.0,0.0,
AL,The Wave Transit System(WTS),4043,A,MB,FT,23,"122,080.0","31,301.0","1,026.0","19,033.0","173,440.0",0.0,61.0,15.0,0.5,10.0,86.5,0.0,
AL,The Wave Transit System(WTS),4043,A,MB,PT,23,"6,500.0","5,824.0",0.0,0.0,"12,324.0",0.0,5.0,3.0,0.0,0.0,8.0,0.0,
AL,Tuscaloosa County Parking and Transit Authority(TMT),4045,A,DR,FT,5,"12,089.0","1,680.0",0.0,"2,120.0","15,889.0",0.0,6.0,1.0,0.0,1.0,8.0,0.0,
AL,Tuscaloosa County Parking and Transit Authority(TMT),4045,A,DR,PT,5,125.0,"1,228.0",0.0,0.0,"1,353.0",0.0,1.0,3.0,0.0,0.0,4.0,0.0,
AL,Tuscaloosa County Parking and Transit Authority(TMT),4045,A,MB,FT,6,"20,879.0","3,150.0",0.0,"3,400.0","27,429.0",0.0,10.0,1.5,0.0,1.5,13.0,0.0,
AL,Tuscaloosa County Parking and Transit Authority(TMT),4045,A,MB,PT,6,"1,658.0","2,048.0",302.0,0.0,"4,008.0",0.0,3.0,4.0,1.0,0.0,8.0,0.0,
AL,Wiregrass Transit Authority,4103,B,DR,FT,13,"32,661.0",0.0,0.0,"2,879.0","35,540.0",0.0,18.0,0.0,0.0,10.0,28.0,0.0,
AL,Wiregrass Transit Authority,4103,B,DR,PT,13,"13,438.0",0.0,0.0,57.0,"13,495.0",0.0,13.0,0.0,0.0,0.0,13.0,0.0,
AR,Central Arkansas Transit Authority(CATA),6033,A,DR,FT,17,"37,883.0","2,433.0",0.0,"4,195.0","44,511.0",0.0,21.0,1.6,0.0,2.0,24.6,0.0,
AR,Central Arkansas Transit Authority(CATA),6033,A,DR,PT,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AR,Central Arkansas Transit Authority(CATA),6033,A,LR,FT,3,"15,207.0","2,303.0",0.0,"1,186.0","18,696.0",0.0,7.4,1.4,0.0,0.6,9.4,0.0,
AR,Central Arkansas Transit Authority(CATA),6033,A,LR,PT,3,"1,549.0",0.0,0.0,0.0,"1,549.0",0.0,1.0,0.0,0.0,0.0,1.0,0.0,
AR,Central Arkansas Transit Authority(CATA),6033,A,MB,FT,46,"194,815.0","56,482.0",0.0,"22,415.0","273,712.0","1,960.0",98.0,26.0,0.0,11.0,135.0,1.0,
AR,Central Arkansas Transit Authority(CATA),6033,A,MB,PT,46,0.0,0.0,0.0,"3,189.0","3,189.0",0.0,0.0,0.0,0.0,2.0,2.0,0.0,
AR,Fort Smith Transit(FST),6086,A,DR,FT,4,"17,824.0","3,606.0",0.0,"3,036.0","24,466.0",0.0,9.0,2.0,0.0,2.0,13.0,0.0,
AR,Fort Smith Transit(FST),6086,A,DR,PT,4,"1,687.0",0.0,0.0,0.0,"1,687.0",0.0,1.0,0.0,0.0,0.0,1.0,0.0,
AR,Fort Smith Transit(FST),6086,A,MB,FT,7,"25,647.0","5,189.0",0.0,"4,368.0","35,204.0",0.0,13.0,3.0,0.0,2.0,18.0,0.0,
AR,Fort Smith Transit(FST),6086,A,MB,PT,7,"2,428.0",0.0,0.0,0.0,"2,428.0",0.0,1.0,0.0,0.0,0.0,1.0,0.0,
AR,Ozark Regional Transit(ORT),6072,A,DR,FT,6,"19,430.0","1,590.0",0.0,"4,160.0","25,180.0",0.0,11.0,1.0,0.0,2.0,14.0,0.0,
AR,Ozark Regional Transit(ORT),6072,A,DR,PT,6,"2,487.0",688.0,689.0,0.0,"3,864.0",0.0,3.0,0.5,1.0,0.0,4.5,0.0,
AR,Ozark Regional Transit(ORT),6072,A,MB,FT,8,"29,999.0","3,290.0",0.0,"4,160.0","37,449.0",0.0,19.0,2.0,0.0,2.0,23.0,0.0,
AR,Ozark Regional Transit(ORT),6072,A,MB,PT,8,"2,345.0",698.0,"1,205.0",0.0,"4,248.0",0.0,3.0,0.5,1.0,0.0,4.5,0.0,
AR,"University of Arkansas, Fayetteville(Razorback Transit)",6062,A,DR,FT,4,"8,612.0","1,810.0",0.0,"3,890.0","14,312.0",0.0,4.4,1.0,0.0,2.0,7.4,0.0,
AR,"University of Arkansas, Fayetteville(Razorback Transit)",6062,A,DR,PT,4,"2,224.0",12.0,0.0,0.0,"2,236.0",0.0,2.0,0.1,0.0,0.0,2.1,0.0,
AR,"University of Arkansas, Fayetteville(Razorback Transit)",6062,A,MB,FT,14,"39,728.0","8,736.0",0.0,"11,440.0","59,904.0",0.0,19.1,4.2,0.0,5.5,28.8,0.0,
AR,"University of Arkansas, Fayetteville(Razorback Transit)",6062,A,MB,PT,14,"9,350.0",582.0,0.0,582.0,"10,514.0",0.0,12.0,0.8,0.0,0.8,13.6,0.0,
AZ,City of Glendale Transit,9034,B,DR,FT,14,"58,667.0","2,898.0",221.0,"4,645.0","66,431.0",0.0,34.0,1.5,0.2,3.0,38.7,0.0,
AZ,City of Glendale Transit,9034,B,DR,PT,14,"9,570.0",0.0,0.0,0.0,"9,570.0",0.0,8.0,0.0,0.0,0.0,8.0,0.0,
AZ,City of Glendale Transit,9034,B,MB,FT,3,"8,411.0",778.0,145.0,"8,227.0","17,561.0",0.0,5.0,0.5,0.1,4.0,9.6,0.0,
AZ,City of Glendale Transit,9034,B,MB,PT,3,"1,768.0",0.0,0.0,0.0,"1,768.0",0.0,3.0,0.0,0.0,0.0,3.0,0.0,
AZ,City of Phoenix Public Transit Department dba Valley Metro(Valley Metro),9032,B,DR,FT,32,"68,161.0",0.0,0.0,"9,017.0","77,178.0",0.0,44.0,0.0,0.0,6.0,50.0,0.0,
AZ,City of Phoenix Public Transit Department dba Valley Metro(Valley Metro),9032,B,DR,PT,32,"3,587.0",0.0,0.0,"1,578.0","5,165.0",0.0,2.0,0.0,0.0,1.0,3.0,0.0,
AZ,City of Tucson(COT),9033,A,DR,FT,99,"324,425.0",0.0,"11,307.0","28,959.0","364,691.0",0.0,152.0,0.0,5.0,14.0,171.0,0.0,
AZ,City of Tucson(COT),9033,A,DR,PT,99,"87,025.0",0.0,0.0,0.0,"87,025.0",0.0,47.0,0.0,0.0,0.0,47.0,0.0,
AZ,City of Tucson(COT),9033,A,MB,FT,203,"777,019.0","189,669.0","15,130.0","111,896.0","1,093,714.0",0.0,389.0,94.0,7.0,70.0,560.0,0.0,
AZ,City of Tucson(COT),9033,A,MB,PT,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AZ,Maricopa County Special Transportation Services(MCHSD),9132,A,DR,FT,35,"84,706.0",0.0,0.0,"11,102.0","95,808.0",0.0,31.0,0.0,0.0,4.0,35.0,0.0,
AZ,Maricopa County Special Transportation Services(MCHSD),9132,A,DR,PT,35,205.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AZ,Northern Arizona Intergovernmental Public Transportation Authority(NAIPTA),9219,A,DR,FT,8,"16,866.0",0.0,0.0,0.0,"16,866.0",0.0,9.0,0.0,0.0,0.0,9.0,0.0,
AZ,Northern Arizona Intergovernmental Public Transportation Authority(NAIPTA),9219,A,DR,PT,8,"2,405.0","1,860.0",0.0,"3,944.0","8,209.0",0.0,5.0,6.0,0.0,17.0,28.0,0.0,
AZ,Northern Arizona Intergovernmental Public Transportation Authority(NAIPTA),9219,A,MB,FT,12,"72,040.0",0.0,0.0,0.0,"72,040.0",0.0,33.0,0.0,0.0,0.0,33.0,0.0,
AZ,Northern Arizona Intergovernmental Public Transportation Authority(NAIPTA),9219,A,MB,PT,12,"14,433.0","8,214.0",0.0,"17,966.0","40,613.0",0.0,27.0,6.0,0.0,17.0,50.0,0.0,
AZ,Peoria Transit,9140,A,DR,FT,10,"8,320.0",0.0,0.0,"10,400.0","18,720.0",0.0,4.0,0.0,0.0,5.0,9.0,0.0,
AZ,Peoria Transit,9140,A,DR,PT,10,"7,800.0",0.0,0.0,"1,560.0","9,360.0",0.0,6.0,0.0,0.0,1.0,7.0,0.0,
AZ,"Phoenix - VPSI, Inc.",9169,D,VP,FT,398,0.0,0.0,0.0,"7,408.0","7,408.0",0.0,0.0,0.0,0.0,4.0,4.0,0.0,
AZ,"Phoenix - VPSI, Inc.",9169,D,VP,PT,398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
AZ,Surprise Dial-A-Ride Transit System,9137,A,DR,FT,7,"13,821.0",0.0,0.0,"1,960.0","15,781.0",0.0,8.0,1.0,0.0,1.0,10.0,0.0,
AZ,Surprise Dial-A-Ride Transit System,9137,A,DR,PT,7,"1,040.0",0.0,0.0,0.0,"1,040.0",0.0,1.0,0.0,0.0,0.0,1.0,0.0,
CA,Alameda-Contra Costa Transit District(AC Transit),9014,B,MB,FT,535,"2,503,261.0","693,792.0","86,734.0","468,688.0","3,752,475.0","1,621.0","1,464.0",415.0,48.0,296.0,"2,223.0",1.0,
CA,Alameda-Contra Costa Transit District(AC Transit),9014,B,MB,PT,535,0.0,0.0,0.0,"18,134.0","18,134.0",0.0,0.0,0.0,0.0,11.0,11.0,0.0,
CA,Central Contra Costa Transit Authority(County Connection),9078,B,MB,FT,106,"403,392.0","56,831.0","9,386.0","65,217.0","534,826.0",0.0,217.0,31.0,5.0,38.0,291.0,0.0,
CA,Central Contra Costa Transit Authority(County Connection),9078,B,MB,PT,106,"19,500.0",0.0,0.0,"9,980.0","29,480.0",0.0,13.0,0.0,0.0,7.0,20.0,0.0,
CA,City of Commerce Municipal Buslines(CBL),9043,A,DR,FT,5,"4,656.0",0.0,0.0,"1,930.0","6,586.0",0.0,2.3,0.0,0.0,1.0,3.3,0.0,
CA,City of Commerce Municipal Buslines(CBL),9043,A,DR,PT,5,"2,782.0","1,970.0",0.0,0.0,"4,752.0",0.0,1.4,1.0,0.0,0.0,2.4,0.0,
CA,City of Commerce Municipal Buslines(CBL),9043,A,MB,FT,6,"20,349.0","4,328.0",0.0,"1,948.0","26,625.0",0.0,10.9,2.2,0.0,1.0,14.1,0.0,
CA,City of Commerce Municipal Buslines(CBL),9043,A,MB,PT,6,"7,203.0","1,333.0",0.0,0.0,"8,536.0",0.0,14.1,1.6,0.0,0.0,15.7,0.0,
CA,City of Gardena Transportation Department(GMBL),9042,B,MB,FT,41,"78,250.0","34,801.0",0.0,"20,808.0","133,859.0",0.0,42.0,13.0,0.0,11.0,66.0,0.0,
CA,City of Gardena Transportation Department(GMBL),9042,B,MB,PT,41,"41,101.0","3,092.0",0.0,"1,414.0","45,607.0",0.0,24.0,2.0,0.0,3.0,29.0,0.0,
CA,City of Riverside Special Transportation(City of Riverside),9086,A,DR,FT,21,"23,327.0","2,131.0",0.0,"7,096.0","32,554.0",0.0,15.0,2.0,0.0,4.0,21.0,0.0,
CA,City of Riverside Special Transportation(City of Riverside),9086,A,DR,PT,21,"24,748.0",0.0,0.0,0.0,"24,748.0",0.0,17.0,0.0,0.0,0.0,17.0,0.0,
CA,City of Santa Rosa(Santa Rosa CityBus),9017,B,MB,FT,30,"93,876.0","15,267.0","1,271.0","15,565.0","125,979.0",0.0,50.7,7.3,0.6,8.4,67.0,0.0,
CA,City of Santa Rosa(Santa Rosa CityBus),9017,B,MB,PT,30,"23,412.0",0.0,0.0,0.0,"23,412.0",0.0,12.0,0.0,0.0,0.0,12.0,0.0,
CA,Culver City Municipal Bus Lines(Culver CityBus),9039,A,MB,FT,33,"159,858.0","31,860.0","5,040.0","23,214.0","219,972.0",0.0,74.0,15.0,2.8,12.2,104.0,0.0,
CA,Culver City Municipal Bus Lines(Culver CityBus),9039,A,MB,PT,33,"17,005.0",0.0,0.0,0.0,"17,005.0",0.0,25.0,0.0,0.0,0.0,25.0,0.0,
CA,Fresno Area Express(FAX),9027,B,MB,FT,106,"524,239.0","106,855.0","11,872.0","33,476.0","676,442.0",0.0,291.0,52.0,7.0,21.0,371.0,0.0,
CA,Fresno Area Express(FAX),9027,B,MB,PT,106,"11,840.0",0.0,0.0,"15,159.0","26,999.0",0.0,19.0,0.0,0.0,11.0,30.0,0.0,
CA,Gold Coast Transit(GCT),9035,B,MB,FT,39,"155,474.0","32,759.0",0.0,"25,803.0","214,036.0",0.0,81.0,19.0,0.0,15.0,115.0,0.0,
CA,Gold Coast Transit(GCT),9035,B,MB,PT,39,"39,179.0","1,092.0",0.0,"1,308.0","41,579.0",0.0,24.0,3.0,0.0,2.0,29.0,0.0,
CA,Golden Empire Transit District(GET),9004,A,DR,FT,16,"2,040.0","2,199.0",0.0,"2,389.0","6,628.0",0.0,1.0,1.0,0.0,1.0,3.0,0.0,
CA,Golden Empire Transit District(GET),9004,A,DR,PT,16,"40,957.0",0.0,0.0,0.0,"40,957.0",0.0,19.0,0.0,0.0,0.0,19.0,0.0,
CA,Golden Empire Transit District(GET),9004,A,MB,FT,68,"160,479.0","81,486.0","10,494.0","43,082.0","295,541.0",0.0,79.0,42.0,5.0,22.0,148.0,0.0,
CA,Golden Empire Transit District(GET),9004,A,MB,PT,68,"165,711.0",0.0,0.0,"4,134.0","169,845.0",0.0,95.0,0.0,0.0,7.0,102.0,0.0,
CA,"Golden Gate Bridge, Highway and Transportation District(GGBHTD)",9016,B,FB,FT,5,"87,599.0","19,498.0","12,856.0","64,189.0","184,142.0","4,315.0",48.7,10.8,7.1,35.7,102.3,2.4,
CA,"Golden Gate Bridge, Highway and Transportation District(GGBHTD)",9016,B,FB,PT,5,"37,793.0","1,117.0","4,723.0","1,010.0","44,643.0",401.0,87.0,1.0,7.0,1.0,96.0,1.0,
CA,"Golden Gate Bridge, Highway and Transportation District(GGBHTD)",9016,B,MB,FT,164,"741,485.0","101,784.0","19,443.0","135,917.0","998,629.0","1,211.0",353.0,56.6,10.8,75.5,495.9,0.7,
CA,"Golden Gate Bridge, Highway and Transportation District(GGBHTD)",9016,B,MB,PT,164,"12,563.0",0.0,0.0,0.0,"12,563.0",0.0,10.0,0.0,0.0,0.0,10.0,0.0,
CA,Kings County Area Public Transit Agency(KART),9200,B,VP,FT,172,"1,583.0","1,602.0",0.0,0.0,"3,185.0",0.0,1.0,1.0,0.0,0.0,2.0,0.0,
CA,Kings County Area Public Transit Agency(KART),9200,B,VP,PT,172,"1,352.0","1,148.0",0.0,"2,677.0","5,177.0",0.0,2.0,1.0,0.0,4.0,7.0,0.0,
CA,Laguna Beach Municipal Transit(CLB),9119,A,MB,FT,17,"5,454.0","4,780.0",0.0,"1,120.0","11,354.0",0.0,3.0,3.0,0.0,0.5,6.5,0.0,
CA,Laguna Beach Municipal Transit(CLB),9119,A,MB,PT,17,"20,351.0","4,211.0",0.0,"2,857.0","27,419.0",0.0,68.0,11.0,0.0,7.0,86.0,0.0,
CA,Long Beach Transit(LBT),9023,B,MB,FT,180,"929,283.0","200,412.0","47,850.0","141,358.0","1,318,903.0",0.0,545.0,113.0,27.0,74.0,759.0,0.0,
CA,Long Beach Transit(LBT),9023,B,MB,PT,180,"6,643.0",0.0,0.0,"4,556.0","11,199.0",0.0,7.0,0.0,0.0,4.0,11.0,0.0,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,HR,FT,70,"305,017.0","268,448.0","350,057.0","130,733.0","1,054,255.0",0.0,147.0,137.0,184.0,69.0,537.0,0.0,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,HR,PT,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,LR,FT,102,"651,482.0","412,301.0","391,167.0","243,097.0","1,698,047.0",0.0,311.0,209.0,206.0,132.0,858.0,0.0,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,LR,PT,102,"8,266.0",0.0,0.0,0.0,"8,266.0",0.0,6.0,0.0,0.0,0.0,6.0,0.0,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,MB,FT,"2,085","9,571,687.0","3,168,810.0","618,049.0","963,762.0","14,322,308.0",0.0,"4,739.0","1,574.0",317.0,526.0,"7,156.0",0.0,
CA,Los Angeles County Metropolitan Transportation Authority(LACMTA),9154,B,MB,PT,"2,085","962,292.0",0.0,"2,295.0","20,432.0","985,019.0",0.0,810.0,0.0,4.0,15.0,829.0,0.0,
CA,Montebello Bus Lines(MBL),9041,B,MB,FT,56,"164,886.0","73,233.0","1,720.0","13,510.0","253,349.0",0.0,114.0,38.0,1.0,11.0,164.0,0.0,
CA,Montebello Bus Lines(MBL),9041,B,MB,PT,56,"99,161.0","5,491.0",0.0,"10,160.0","114,812.0",0.0,56.0,3.0,0.0,61.0,120.0,0.0,
CA,Monterey-Salinas Transit(MST),9062,B,MB,FT,56,"299,271.0","61,694.0","12,179.0","37,749.0","410,893.0",0.0,146.0,33.0,6.0,20.0,205.0,0.0,
CA,Monterey-Salinas Transit(MST),9062,B,MB,PT,56,"2,194.0","3,187.0",0.0,803.0,"6,184.0",0.0,3.0,4.0,0.0,1.0,8.0,0.0,
CA,North County Transit District(NCTD),9030,B,MB,FT,138,"686,309.0","145,937.0","105,747.0","154,131.0","1,092,124.0",0.0,345.0,78.0,58.0,80.0,561.0,0.0,
CA,North County Transit District(NCTD),9030,B,MB,PT,138,"5,076.0",0.0,0.0,"9,661.0","14,737.0",0.0,4.0,0.0,0.0,4.0,8.0,0.0,
CA,Norwalk Transit System(NTS),9022,B,DR,FT,12,"10,333.0","3,989.0",443.0,"2,487.0","17,252.0",0.0,6.8,2.7,0.3,1.8,11.6,0.0,
CA,Norwalk Transit System(NTS),9022,B,DR,PT,12,"12,231.0",147.0,16.0,223.0,"12,617.0",0.0,8.8,0.1,0.1,0.1,9.1,0.0,
CA,Norwalk Transit System(NTS),9022,B,MB,FT,28,"69,155.0","26,692.0","2,966.0","15,971.0","114,784.0",673.0,45.2,18.0,2.0,11.7,76.9,0.5,
CA,Norwalk Transit System(NTS),9022,B,MB,PT,28,"81,856.0",981.0,109.0,"1,494.0","84,440.0",0.0,59.2,0.8,0.1,0.9,61.0,0.0,
CA,Omnitrans(OMNI),9029,B,MB,FT,139,"811,673.0","189,200.0","37,248.0","122,164.0","1,160,285.0",0.0,454.0,106.0,19.0,86.0,665.0,0.0,
CA,Omnitrans(OMNI),9029,B,MB,PT,139,"17,948.0",0.0,0.0,"3,505.0","21,453.0",0.0,14.0,0.0,0.0,2.0,16.0,0.0,
CA,Orange County Transportation Authority(OCTA),9036,B,MB,FT,477,"2,386,997.0","621,154.0","68,503.0","270,686.0","3,347,340.0",0.0,"1,256.0",329.0,34.0,149.0,"1,768.0",0.0,
CA,Orange County Transportation Authority(OCTA),9036,B,MB,PT,477,"62,704.0","8,356.0","5,761.0","21,299.0","98,120.0",0.0,33.0,6.0,5.0,20.0,64.0,0.0,
CA,Placer County Department of Public Works(PCDPW),9196,B,MB,FT,18,"47,604.0","8,463.0",0.0,"22,617.0","78,684.0",0.0,25.0,4.0,0.0,11.0,40.0,0.0,
CA,Placer County Department of Public Works(PCDPW),9196,B,MB,PT,18,"22,867.0",0.0,53.0,0.0,"22,920.0",0.0,19.0,0.0,0.1,0.0,19.1,0.0,
CA,Riverside Transit Agency(RTA),9031,B,MB,FT,85,"477,960.0","95,560.0","18,803.0","83,285.0","675,608.0",0.0,262.5,52.0,10.0,45.7,370.2,0.0,
CA,Riverside Transit Agency(RTA),9031,B,MB,PT,85,725.0,0.0,0.0,"12,519.0","13,244.0",0.0,3.0,0.0,0.0,16.5,19.5,0.0,
CA,Sacramento Regional Transit District(Sacramento RT),9019,B,LR,FT,56,"225,400.0","149,765.0","103,950.0","134,400.0","613,515.0","39,144.0",115.0,77.0,54.0,70.0,316.0,21.0,
CA,Sacramento Regional Transit District(Sacramento RT),9019,B,LR,PT,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CA,Sacramento Regional Transit District(Sacramento RT),9019,B,MB,FT,195,"1,007,950.0","206,991.0","30,800.0","235,235.0","1,480,976.0","18,640.0",531.0,109.0,16.0,122.0,778.0,10.0,
CA,Sacramento Regional Transit District(Sacramento RT),9019,B,MB,PT,195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CA,San Diego Metropolitan Transit System(MTS),9026,B,LR,FT,93,"379,310.0","163,239.0","299,944.0","104,027.0","946,520.0",0.0,205.0,90.0,157.0,55.0,507.0,0.0,
CA,San Diego Metropolitan Transit System(MTS),9026,B,LR,PT,93,0.0,0.0,"11,066.0",0.0,"11,066.0",0.0,0.0,0.0,32.0,0.0,32.0,0.0,
CA,San Diego Metropolitan Transit System(MTS),9026,B,MB,FT,199,"1,151,989.0","353,748.0","39,309.0","74,480.0","1,619,526.0",0.0,604.0,180.0,20.0,38.0,842.0,0.0,
CA,San Diego Metropolitan Transit System(MTS),9026,B,MB,PT,199,"11,798.0",0.0,0.0,0.0,"11,798.0",0.0,13.0,0.0,0.0,0.0,13.0,0.0,
CA,San Francisco Bay Area Rapid Transit District(BART),9003,A,HR,FT,540,"2,115,248.0","1,067,065.0","1,260,320.0","781,840.0","5,224,473.0","387,957.0","1,109.0",540.5,634.0,423.5,"2,707.0",220.0,
CA,San Francisco Bay Area Rapid Transit District(BART),9003,A,HR,PT,540,"109,117.0",0.0,"3,233.0","6,204.0","118,554.0",0.0,74.0,0.0,2.0,4.0,80.0,0.0,
