State,Agency,AgencyID,OrgType,Mode,EmployType,VOMs,vehicleOperationsHours,VehicleMaintHours,nonVehicleMaintHours,GeneralAdminHours,TotalOperatingHours,CapitalHours,VehicleOperationsCount,VehicleMaintCount,NonVehicleCount,GeneralAdminCount,TotalOperatingCount,CapitalCount,
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),9154,Agency,HR,PT,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),9154,Agency,LR,FT,122,"772,305.0","438,959.0","393,612.0","235,606.0","1,840,482.0",0.0,371.0,223.0,206.0,128.0,928.0,0.0,
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),9154,Agency,LR,PT,122,"5,574.0",0.0,0.0,0.0,"5,574.0",0.0,5.0,0.0,0.0,0.0,5.0,0.0,
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),9154,Agency,MB,FT,"1,889","9,046,005.0","3,073,613.0","493,889.0","1,120,346.0","13,733,853.0",0.0,"3,344.0","1,527.0",254.0,581.0,"5,706.0",0.0,
CA,Los Angeles County Metropolitan Transportation Authority dba: Metro(LACMTA),9154,Agency,MB,PT,"1,889","961,500.0",0.0,"3,082.0","18,193.0","982,775.0",0.0,"1,044.0",0.0,3.0,13.0,"1,060.0",0.0,
,,,,Total,,"2,081","11,111,081.0","3,770,310.0","1,182,127.0","1,492,333.0","17,555,851.0",0.0,"4,918.0","1,882.0",616.0,785.0,"8,201.0",0.0,
CA,Montebello Bus Lines(MBL),9041,City,MB,FT,54,"182,272.0","55,614.0","4,909.0","17,310.0","260,105.0",0.0,102.0,29.0,3.0,10.0,144.0,0.0,
CA,Montebello Bus Lines(MBL),9041,City,MB,PT,54,"114,159.0","15,842.0",0.0,"4,392.0","134,393.0",0.0,62.0,8.0,0.0,3.0,73.0,0.0,
,,,,Total,,54,"296,431.0","71,456.0","4,909.0","21,702.0","394,498.0",0.0,164.0,37.0,3.0,13.0,217.0,0.0,
CA,Monterey-Salinas Transit(MST),9062,Agency,MB,FT,59,"283,991.0","61,035.0","11,688.0","49,939.0","406,653.0",0.0,172.0,37.0,6.0,32.0,247.0,0.0,
CA,Monterey-Salinas Transit(MST),9062,Agency,MB,PT,59,0.0,0.0,0.0,450.0,450.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,
