State,Agency,AgencyID,OrgType,Mode,EmployType,VOMs,vehicleOperationsHours,VehicleMaintHours,nonVehicleMaintHours,GeneralAdminHours,TotalOperatingHours,CapitalHours,VehicleOperationsCount,VehicleMaintCount,NonVehicleCount,GeneralAdminCount,TotalOperatingCount,CapitalCount, 
TN,Clarksville Transit System(CTS),4092,A,DR,PT,8,"13,872.0",83.0,427.0,0.0,"14,382.0",0.0,7.5,0.1,0.3,0.0,7.9,0.0,
TN,Clarksville Transit System(CTS),4092,A,MB,FT,15,"51,953.0","4,563.0","8,222.0","7,900.0","72,638.0",0.0,28.3,2.5,4.4,4.4,39.6,0.0,
TN,Clarksville Transit System(CTS),4092,A,MB,PT,15,"22,198.0",225.0,"1,153.0",0.0,"23,576.0",0.0,12.2,0.1,0.6,0.0,12.9,0.0,
TN,Jackson Transit Authority(JTA),4057,A,DR,FT,5,"16,415.0","3,966.0",0.0,"1,872.0","22,253.0",0.0,6.8,1.8,0.0,0.9,9.5,0.0,
TN,Jackson Transit Authority(JTA),4057,A,DR,PT,5,800.0,244.0,0.0,0.0,"1,044.0",0.0,0.5,0.3,0.0,0.0,0.8,0.0,
TN,Jackson Transit Authority(JTA),4057,A,MB,FT,8,"45,509.0","9,253.0",0.0,"4,208.0","58,970.0",0.0,21.2,4.2,0.0,2.1,27.5,0.0,
TN,Jackson Transit Authority(JTA),4057,A,MB,PT,8,"2,366.0",568.0,0.0,0.0,"2,934.0",0.0,1.5,0.7,0.0,0.0,2.2,0.0,
TN,Johnson City Transit System(JCT),4054,A,DR,FT,11,"27,477.0","1,325.0",591.0,"2,385.0","31,778.0",0.0,14.4,1.0,0.3,1.5,17.2,0.0,
TN,Johnson City Transit System(JCT),4054,A,DR,PT,11,"10,002.0","1,333.0",347.0,0.0,"11,682.0",0.0,10.4,2.3,1.0,0.0,13.7,0.0,
TN,Johnson City Transit System(JCT),4054,A,MB,FT,11,"28,239.0","3,344.0","1,007.0","4,061.0","36,651.0",0.0,16.7,1.9,0.5,2.5,21.6,0.0,
TN,Johnson City Transit System(JCT),4054,A,MB,PT,11,"4,341.0","1,333.0",592.0,0.0,"6,266.0",0.0,5.4,2.3,1.6,0.0,9.3,0.0,
TN,Knoxville Area Transit(KAT),4002,A,DR,FT,18,"50,196.0","2,560.0",0.0,"5,840.0","58,596.0",0.0,20.0,2.0,0.0,3.0,25.0,0.0,
TN,Knoxville Area Transit(KAT),4002,A,DR,PT,18,0.0,"1,098.0",0.0,0.0,"1,098.0",0.0,0.0,1.0,0.0,0.0,1.0,0.0,
TN,Knoxville Area Transit(KAT),4002,A,MB,FT,76,"384,931.0","73,600.0","5,922.0","43,360.0","507,813.0",0.0,194.0,40.0,4.0,22.0,260.0,0.0,
TN,Knoxville Area Transit(KAT),4002,A,MB,PT,76,0.0,"3,860.0",0.0,439.0,"4,299.0",0.0,0.0,4.0,0.0,1.0,5.0,0.0,
TN,Knoxville-Knox County Community Action Committee(Knox County CAC Transit),4171,A,DR,FT,45,"83,124.0",0.0,0.0,0.0,"83,124.0",0.0,40.0,0.0,0.0,0.0,40.0,0.0,
TN,Knoxville-Knox County Community Action Committee(Knox County CAC Transit),4171,A,DR,PT,45,"7,124.0",0.0,0.0,0.0,"7,124.0",0.0,8.0,0.0,0.0,0.0,8.0,0.0,
TN,Memphis Area Transit Authority(MATA),4003,A,DR,FT,44,"146,125.0","11,495.0",0.0,"3,664.0","161,284.0",0.0,73.0,5.0,0.0,2.0,80.0,0.0,
TN,Memphis Area Transit Authority(MATA),4003,A,DR,PT,44,"1,564.0",0.0,0.0,0.0,"1,564.0",0.0,1.0,0.0,0.0,0.0,1.0,0.0,
TN,Memphis Area Transit Authority(MATA),4003,A,LR,FT,12,"65,734.0","43,503.0",0.0,"8,200.0","117,437.0",0.0,33.0,21.0,0.0,5.0,59.0,0.0,
TN,Memphis Area Transit Authority(MATA),4003,A,LR,PT,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TN,Memphis Area Transit Authority(MATA),4003,A,MB,FT,135,"633,502.0","161,765.0","13,920.0","102,181.0","911,368.0",0.0,270.0,85.0,6.0,61.0,422.0,0.0,
TN,Memphis Area Transit Authority(MATA),4003,A,MB,PT,135,"4,146.0",0.0,0.0,"1,108.0","5,254.0",0.0,5.0,0.0,0.0,1.0,6.0,0.0,
TN,Metropolitan Transit Authority(MTA),4004,B,DR,FT,49,"231,486.0","32,201.0","11,896.0","11,983.0","287,566.0",0.0,114.4,15.0,5.7,6.0,141.1,0.0,
TN,Metropolitan Transit Authority(MTA),4004,B,DR,PT,49,"5,178.0",0.0,0.0,683.0,"5,861.0",0.0,4.4,0.0,0.0,0.5,4.9,0.0,
