5 digit NTD ID,AgencyID,Agency,Active,Reporter Type,UZA,UZA Name,Modes,TOS,2-Jan,2-Feb,2-Mar,2-Apr,2-May,2-Jun,2-Jul,2-Aug,2-Sep,2-Oct,2-Nov,2-Dec,3-Jan,3-Feb,3-Mar,3-Apr,3-May,3-Jun,3-Jul,3-Aug,3-Sep,3-Oct,3-Nov,3-Dec,4-Jan,4-Feb,4-Mar,4-Apr,4-May,4-Jun,4-Jul,4-Aug,4-Sep,4-Oct,4-Nov,4-Dec,5-Jan,5-Feb,5-Mar,5-Apr,5-May,5-Jun,5-Jul,5-Aug,5-Sep,5-Oct,5-Nov,5-Dec,6-Jan,6-Feb,6-Mar,6-Apr,6-May,6-Jun,6-Jul,6-Aug,6-Sep,6-Oct,6-Nov,6-Dec,7-Jan,7-Feb,7-Mar,7-Apr,7-May,7-Jun,7-Jul,7-Aug,7-Sep,7-Oct,7-Nov,7-Dec,8-Jan,8-Feb,8-Mar,8-Apr,8-May,8-Jun,8-Jul,8-Aug,8-Sep,8-Oct,8-Nov,8-Dec,9-Jan,9-Feb,9-Mar,9-Apr,9-May,9-Jun,9-Jul,9-Aug,9-Sep,9-Oct,9-Nov,9-Dec,10-Jan,10-Feb,10-Mar,10-Apr,10-May,10-Jun,10-Jul,10-Aug,10-Sep,10-Oct,10-Nov,10-Dec,11-Jan,11-Feb,11-Mar,11-Apr,11-May,11-Jun,11-Jul,11-Aug,11-Sep,11-Oct,11-Nov,11-Dec,12-Jan,12-Feb,12-Mar,12-Apr,12-May,12-Jun,12-Jul,12-Aug,12-Sep,12-Oct,12-Nov,12-Dec,13-Jan,13-Feb,13-Mar,13-Apr,13-May,13-Jun,13-Jul,13-Aug,13-Sep,13-Oct,13-Nov,13-Dec,14-Jan,14-Feb,14-Mar,14-Apr,14-May,14-Jun,14-Jul,14-Aug,14-Sep,14-Oct,14-Nov,14-Dec,15-Jan,15-Feb,15-Mar,15-Apr,15-May,15-Jun,15-Jul,15-Aug,15-Sep,15-Oct,15-Nov,15-Dec,16-Jan,16-Feb,16-Mar,16-Apr,16-May,16-Jun,16-Jul,16-Aug,16-Sep,16-Oct,16-Nov,16-Dec,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep
10107,1107,Milford Transit District,Active,Full Reporter,48,"Bridgeport-Stamford, CT-NY",DR,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,507","18,246","24,291","20,793","27,035","31,497","23,649","25,425","26,164","26,539","32,379","32,439","30,484","25,245","29,694","24,067","28,180","31,002","25,836","27,768","27,184","28,242","28,692","24,184","25,509","23,368","27,482","24,567","25,432","26,543","24,476","27,381","27,338","31,408","27,497","21,990","26,456","26,324","27,899","30,687","32,433","28,234","32,068","30,123","27,327","32,475","26,655","23,294","23,586","23,664","25,694","24,937","22,375","24,336","21,350","25,436","24,541","27,609","23,532","18,895","22,123","14,387","30,678","24,456","26,001","24,357","21,675","22,744","24,551","23,762","25,302","30,206","22,872","23,951","24,921","26,137","24,131","25,322","25,577","25,896","24,321","23,378","22,496","24,100","22,121","25,563","22,068","19,529","19,234","20,524","19,776","17,694","22,330","23,170","21,737","18,496","23,220","22,178","27,687","30,082","28,670","30,253","29,126","30,201","22,468","25,238","24,321","21,109","26,786","21,261","21,064","26,662","27,076","24,632","22,462","20,680","24,027","23,263","18,462","19,809","17,802","18,870","21,990","21,001","18,157","17,296","18,603","18,735","22,154","18,175","20,867","17,607","16,688","19,560","19,768","17,641","19,726","21,128","17,245","19,432","20,955","19,152","18,654","21,560","17,669","21,834","19,126","15,734","20,846","19,491","18,826","23,251","20,697","22,343","21,881","18,265","19,075","19,451","20,627","22,269","23,140","22,898","23,424","22,864","21,702"
10107,1107,Milford Transit District,Active,Full Reporter,48,"Bridgeport-Stamford, CT-NY",MB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,276","21,860","24,576","23,109","22,634","23,371","22,178","24,018","22,073","22,532","22,073","22,249","20,904","20,768","22,019","21,031","21,800","21,786","22,547","23,983","21,328","22,960","22,336","22,056","21,525","19,123","21,832","20,178","20,498","21,380","21,292","21,753","20,324","23,728","18,561","19,167","19,682","22,238","22,198","20,885","23,607","22,825","22,354","21,981","23,546","24,194","22,563","23,597","23,686","21,780","24,424","23,734","24,526","24,854","24,111","25,205","23,453","24,163","21,662","24,372","22,123","20,736","24,167","24,194","20,626","22,498","21,488","26,332","22,626","26,567","23,926","24,317","24,109","22,688","26,654","24,695","23,564","24,468","21,867","24,367","22,167","24,644","23,549","23,491","24,744","23,590","24,843","22,654","24,763","24,234","23,021","25,740","21,201","23,897","23,762","23,339","24,969","23,156","23,212","23,265","23,362","22,876","22,965","25,296","22,788","24,636","22,688","22,342","23,555","22,165","22,477","23,347","24,046","26,294","25,329","26,156","25,026","26,108","21,920","25,190","24,658","21,147","24,776","24,058","22,598","21,198","25,848","25,112","24,631","25,146","24,268","25,463","24,248","24,145","26,098","25,064","24,653","25,138","25,445","26,384","25,056","24,328","24,310","25,353","26,626","23,321","24,144","24,042","26,803","24,356","25,294","24,825","23,467","25,240","24,820","24,467","25,476","22,464","22,523","24,809","26,128","25,470","26,264","28,129","25,286"
10108,1108,Greater Hartford Ridesharing Corporation - The Rideshare Company,Active,Full Reporter,47,"Hartford, CT",VP,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"422,547",0,0,0,0,0,"405,356","464,001","417,706","420,696","408,668","397,159","433,458","413,003","491,129","411,985","443,511","456,022","483,765","555,492","486,069","511,281","475,085","438,825","510,886","456,228","499,247","472,565","490,222","462,134","484,104","496,839","416,978","474,432","428,870","373,068","454,512","423,240","423,978","452,503","401,067","431,953","446,031","422,024","434,559","445,272","357,915","401,422","434,343","421,930","466,205","463,327","424,344","457,675","458,594","439,475","445,029","410,421","398,969","402,747","406,381","384,941","474,776","417,388","409,716","446,471","419,068","407,121","400,424","377,293","390,895","380,988","386,650","385,037","457,253","412,027","421,231","440,873","393,925","450,573","417,494","399,448","393,983","381,702","409,392","401,560","426,337","399,524","422,206","391,882","389,766","419,037","352,138","390,921","358,547","314,123","382,321","337,829","358,863","386,107","385,727","344,431","368,962","365,691","336,178","378,544","323,641","314,309","350,716","310,513","341,548","347,060","329,088","318,920","310,351","294,059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110,1110,"2Plus Partners in Transportation, Inc",Inactive,Full Reporter,41,"Bridgeport-Stamford, CT-NY",VP,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,012","32,466","30,702","32,164","30,316","28,938","34,628","36,750","38,918","40,825","33,725","36,894","35,847","32,802","31,353","32,846","32,846","29,022","29,260","27,930","30,184","30,316","27,560","30,316","28,938","27,560","31,694","30,316","28,056","29,392","28,360","25,809","25,809","27,038","28,267","29,417","27,069","24,400","28,060","26,754","28,028","26,754",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10115,1115,Northern New England Passenger Rail Authority,Active,Full Reporter,177,"Portland, ME",CR,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,847","41,606","45,767","43,687","45,767","43,687","43,687","47,847","49,408","57,209","54,608","52,008","111,096","105,214","106,038","126,527","119,070","118,498","125,360","118,383","112,550","119,413","105,687","83,497","105,573","94,020","114,723","118,498","105,687","113,694","117,000","117,000","117,000","117,000","105,687","117,000","164,100","124,387","150,751","164,439","165,252","155,275","156,101","161,249","145,598","143,549","146,977","158,594","167,081","144,085","170,535","162,384","164,339","161,001","157,191","155,740","150,104","157,342","160,540","159,205","165,187","157,916","163,633","161,073","165,071","158,727","164,050","161,757","159,808","153,274","175,618","176,332","172,466","153,269","172,348","180,480","176,677","181,161","189,138","194,514","182,365","180,260","177,131","177,302","179,967","162,689","180,253","175,582","169,105","171,226","153,940","173,542","166,263","152,620","144,596","169,358","162,910","138,668","171,306","161,793","79,669","76,576","160,633","182,319","176,947","182,948","176,194","179,039","177,864","171,036","183,008","179,914","182,948","177,097","182,649","183,083","171,321","110,114","124,138","191,013","206,111","179,496","205,242","206,373","191,118","193,824","205,804","207,265","200,560","185,435","185,095","189,640","200,578","187,748","201,889","184,396","190,801","201,161","199,698","208,037","73,178"
10116,1116,Bonanza,Inactive,Full Reporter,35,"Providence, RI-MA",MB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39,654","29,421","33,849","34,701","35,231","43,855","46,939","46,669","46,934","46,809","47,810","46,617","45,769","43,427","47,657","46,223","47,573","45,083","43,035","41,934","40,619","41,865","39,516","40,298","41,809","37,632","39,653","40,323","41,917","41,315","44,564","44,821","41,980","42,918","41,256","41,295","42,942","37,356","42,490","41,397","42,844","40,973","42,112","42,248","39,765","40,515","39,159","38,601","38,241","34,940","40,353","39,136","40,353","34,831","28,670","27,860","27,973","29,485","29,668","29,561","31,534",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10117,1117,Plymouth & Brockton Street Railway Company,Active,Reduced Reporter,10,"Boston, MA-NH-RI",CB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94,363","92,344","99,560","94,587","99,560","96,700","99,766","102,645","93,521","99,560","91,727","92,605","90,786","84,685","93,711","91,571","95,014","90,625","96,585","96,585","90,554","95,014","86,236","90,982","100,041","91,802","101,588","99,267","101,588","99,268","103,034","101,620","99,300","103,000","92,072","98,629","93,406","84,628","94,804","91,412","92,506","92,852","98,009","96,714","92,577","93,655","86,471","91,011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10117,1117,Plymouth & Brockton Street Railway Company,Active,Reduced Reporter,10,"Boston, MA-NH-RI",MB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121,943","116,534","123,786","121,195","123,786","126,825","136,918","134,624","134,130","136,293","114,698","122,009","136,329","125,349","130,258","130,417","130,258","138,017","146,395","134,348","131,710","117,607","107,481","113,917","113,578","107,653","123,252","116,771","114,974","124,435","130,923","133,263","123,114","116,674","110,885","115,376","113,227","107,301","122,826","114,332","118,724","122,250","125,791","132,393","125,354","125,791","116,197","120,147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118,1118,MetroWest Regional Transit Authority,Active,Full Reporter,10,"Boston, MA-NH-RI",DR,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,403","4,749","6,772","7,001","7,417","6,724","7,225","7,356","6,681","8,134","6,260","6,684","5,777","5,941","6,572","5,243","5,105","5,420","42,940","37,607","43,070","44,286","39,974","42,107","41,679","37,521","43,768","43,148","42,312","45,202","42,873","42,630","43,842","45,138","42,840","41,742","36,929","37,869","48,319","44,375","43,832","43,977","41,107","44,120","45,304","48,080","47,525","46,044","84,952","80,530","83,539","80,852","85,976","81,610","59,469","62,863","63,316","66,321","65,021","59,629","62,464","56,707","60,440","60,985","62,995","59,130","61,149","61,657","60,613","67,082","61,257","60,423","59,663","53,817","63,186","64,682","64,285","62,761","64,291","60,971","67,285","70,836","57,121","60,551","54,002","49,159","68,909","66,861","64,481","65,630","70,122","70,051","77,194","76,483","68,543","68,959","63,922","67,607","82,223","75,965","79,629","80,532","74,050","81,508","89,885","89,626","96,056","94,042","94,418","82,701","103,961","92,478","106,067","99,005","82,887","95,713","96,030","100,638","91,878","89,500","90,668","82,458","88,733","91,753","94,428","86,257","78,211","79,177","75,388"
10118,1118,MetroWest Regional Transit Authority,Active,Full Reporter,10,"Boston, MA-NH-RI",MB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"32,919","34,926","39,781","34,498","37,054","34,999","42,970","45,412","46,767","49,301","41,021","48,074","45,658","44,171","53,772","52,568","51,316","57,534","60,016","54,626","56,576","57,300","50,866","56,579","51,913","51,645","57,539","54,719","53,826","59,229","58,257","55,388","61,162","58,962","59,166","62,438","55,278","55,456","65,753","58,217","59,904","62,314","57,356","65,093","59,576","59,591","64,836","65,787","69,654","73,950","71,331","72,742","63,350","66,056","64,818","69,141","66,910","74,730","69,223","68,294","65,527","65,494","71,816","76,563","68,812","60,846","68,547","68,764","75,538","90,339","78,353","77,516","83,414","86,117","85,449","83,625","76,993","83,959","84,075","83,121","90,342","95,127","81,573","105,874","82,584","81,600","89,124","87,827","76,225","78,918","79,096","82,655","89,715","86,487","83,448","81,937","82,054","88,382","94,149","88,196","83,567","77,564","83,460","84,766","96,652","96,769","98,281","96,884","93,645","94,235","94,725","94,201","93,170","89,268","86,788","97,402","98,114","108,455","97,363","95,249","95,491","96,596","99,079","95,642","97,204","89,902","92,399","93,572","106,224"
10119,1119,University Of New Hampshire - University Transportation Services,Active,Full Reporter,331,"Dover-Rochester, NH-ME",MB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,764","51,822","42,704","56,457","40,869","7,040","7,040","6,481","54,851","57,113","47,242","37,749","18,860","56,175","46,281","56,457","38,933","7,040","6,720","11,445","56,213","58,183","51,850","38,506","20,006","50,708","46,338","52,603","38,492","9,343","10,282","13,754","54,192","53,742","48,186","30,800","26,409","53,823","42,911","55,099","34,486","10,286","8,782","21,084","64,084","65,936","58,738","33,966","31,847","52,933","48,394","70,637","48,676","20,085","21,791","33,448","64,111","73,988","59,348","50,855","37,318","54,223","61,541","71,797","46,594","20,507","23,159","22,710","64,675","70,773","53,801","49,020","32,156","55,779","57,711","68,442","38,270","21,003","20,861","21,715","54,492","57,343","46,593","42,774","22,069","53,701","50,071","56,036","43,550","17,189",,,,,,,,,,,,,,,,,,,,,,,,,,,
10122,1122,"Jalbert Leasing, Inc. dba C&J",Active,Reduced Reporter,329,"Portsmouth, NH-ME",MB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122,582","113,296","126,577","122,150","123,914","122,150","125,245","125,245","122,150","123,914","117,710","121,935","119,675","109,260","121,935","116,581","120,806","117,710","119,676","121,935","117,710","119,676","117,710","120,805",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126,1126,Worcester Regional Transit Authority COA,Inactive,Full Reporter,81,"Worcester, MA-CT",DR,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,057","24,876","38,948","34,092","37,178","38,550","19,056","20,937","20,697","18,526","18,226","18,906","18,137","19,108","19,268","18,879","21,358","20,151","20,371","21,262","19,622","21,593","19,675","17,175","18,906","17,724","17,808","20,874","22,981","20,913","23,140","22,979","21,407","22,945","19,883","19,647","19,650","17,368","20,863","20,453","21,074","20,311","21,341","19,743","20,941","22,244","16,974","18,669","16,588","14,298","20,207","20,913","19,582","22,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126,1126,Worcester Regional Transit Authority COA,Inactive,Full Reporter,81,"Worcester, MA-CT",MB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617,"1,110",987,987,740,"1,110",987,987,"1,110",987,"1,234",658,"1,275",617,617,822,925,925,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128,1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Active,Full Reporter,185,"Waterbury, CT",DR,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,357","58,339","62,033","56,934","60,422","57,758","55,590","62,368","56,142","61,134","58,493","56,330","57,904","50,937","59,669","65,014","66,147","61,347","62,643","66,087","60,893","68,293","59,303","59,397","59,223","49,994","60,583","60,687","59,546","60,317","58,774","56,990","60,966","67,306","52,888","59,781","52,129","50,225","61,896","61,748","57,762","59,691","58,591","53,820","56,383","59,395","52,837","56,725","52,268","53,557","60,310","58,011","58,933","60,160","56,377","63,031","59,314","58,451","58,710","57,635","57,718","55,841","65,234","58,973","63,998","62,848","55,649","59,837","56,274","59,551","58,255","54,062","53,145","49,834","58,074","62,015","64,908","62,739","59,913","64,566","52,007"
10128,1128,Connecticut Department of Transportation- CTTransit Waterbury- NET,Active,Full Reporter,185,"Waterbury, CT",MB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93,643","90,547","96,557","91,128","94,773","93,147","91,545","98,251","86,251","94,203","91,556","89,900","93,937","78,072","93,064","94,848","93,252","89,503","92,720","95,512","87,053","99,809","88,468","89,408","91,622","82,700","91,891","91,689","91,015","90,224","94,519","93,724","91,871","100,303","87,082","94,651","86,651","85,832","93,935","92,775","89,047","91,828","94,736","91,595","90,493","97,784","86,856","94,692","88,807","88,542","95,964","91,605","90,593","94,044","97,173","105,958","98,579","101,022","99,414","101,861","100,467","90,460","101,526","97,598","104,018","103,484","99,205","107,513","97,601","103,170","98,585","97,129","102,206","93,506","102,893","98,537","103,284","103,991","99,934","106,940","95,032"
10129,1129,Massachusetts Department of Transportation,Inactive,Full Reporter,10,"Boston, MA-NH-RI",CB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"133,757","140,170","142,079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129,1129,Massachusetts Department of Transportation,Inactive,Full Reporter,10,"Boston, MA-NH-RI",VP,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89,398","97,789","102,370","114,197","99,455","112,887","108,723","104,022","126,190","136,273","130,830","140,531","141,454","135,498","134,968","148,134","134,388","142,880","133,036","141,851","159,985","143,971","145,282","150,341",,,,,,,,,,,,,,,,,,,,,,,,,,,
10130,1130,Connecticut Department of Transportation -CTTRANSIT New Britain,Active,Full Reporter,47,"Hartford, CT",MB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,067","50,630","63,056","50,379","52,693","58,783","51,482","60,427","47,272","49,756","60,808","46,280","58,040","45,885","50,262","52,215","48,997","49,360","46,039","55,672","50,514","58,636","46,337","47,847","53,809","35,669","52,937","46,413","55,483","48,655","43,732","59,780","47,885","62,862","44,486","44,183","59,906","40,506","62,663","65,807","63,551","62,545","74,160","59,067","59,083","68,704","54,329","74,686","59,079","57,090","66,733","72,537","66,269","74,265","66,891","71,530","66,927","66,268","58,787","80,160","62,164","59,861","65,557","70,442","65,288","65,594","68,159","74,866","60,857","68,602","66,357","66,752","66,521","62,164","68,455","65,594","70,576","67,260",,,
10183,,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Active,Full Reporter,152,"Barnstable Town, MA",FB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,136","13,638","24,124","23,526","33,902","36,724","39,638","39,674","34,794","27,388","24,842","26,298","15,526","14,439","17,735","23,982","33,152","37,344","39,246","39,798","33,472","28,328","25,819","25,441","16,366","14,218","17,497","28,378","34,290","33,097","34,174","39,562","31,770","30,846","26,194","26,058","15,753","16,005","15,918","28,165","35,765","37,694","40,285","41,023",
10183,,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",Active,Full Reporter,152,"Barnstable Town, MA",MB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,640","5,830","7,964","9,076","18,755","20,496","37,132","37,062","22,205","14,204","10,130","9,249","6,419","5,895","6,273","7,986","17,101","14,784","37,191","32,940","25,498","15,265","8,346","7,577","11,162","11,684","11,436","15,681","30,245","42,318","70,460","57,476","31,301","23,491","11,510","7,295","11,264","11,139","14,929","15,213","34,488","46,291","67,417","65,206",
11147,,Rhode Island Department of Transportation,Active,Full Reporter,39,"Providence, RI-MA",FB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,"1,289","6,857","6,600","5,414",0,0,0,0,0,0,0,"1,137","4,916","5,025","4,729","4,935"
11154,1135,"Flight Line, Inc.",Inactive,Reduced Reporter,209,"Manchester, NH",CB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63,705","54,484","61,808","61,650","63,705","61,650","63,705","63,705","61,650","63,705","61,650","63,705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20002,2002,Capital District Transportation Authority,Active,Full Reporter,67,"Albany-Schenectady, NY",CB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,210","20,087","22,202","23,259","23,255","21,124","23,236","23,290","21,172","24,348","20,113","22,231","23,272","21,115","22,170","23,028","22,175","23,022","25,214","22,993","22,936","25,116","20,744","25,124","22,115","22,954","25,254","25,221","22,909","25,135","26,404","24,104","24,025","25,214","22,836","25,175","21,765","24,144","26,364","23,946","23,946","25,214","22,876","26,356","23,850","24,087","24,008","25,076","23,968","22,861","26,183","22,821","25,076","25,155","22,782","26,262","22,901","25,115","24,087","22,901","24,048","22,821","24,997","24,087","25,126","24,047","24,008","26,381","21,793"
20002,2002,Capital District Transportation Authority,Active,Full Reporter,67,"Albany-Schenectady, NY",DR,DO,"53,926","53,839","63,357","63,180","60,906","63,250","58,722","58,410","57,855","67,208","62,819","61,980","64,705","61,980","71,892","65,802","62,672","55,402","57,345","51,518","54,793","59,889","52,942","66,167","60,208","55,781","66,737","65,514","58,861","57,484","55,336","56,267","55,654","60,757","59,049","58,271","50,443","59,587","79,349","78,302","78,504","82,942","79,337","88,023","89,851","91,195","88,798","89,979","62,987","60,313","69,173","75,200","68,604","75,957","75,493","80,575","78,369","73,786","67,042","68,012","74,239","63,218","80,954","68,578","71,054","59,773","61,360","61,429","58,350","68,103","82,336","66,939","68,809","65,379","71,196","73,180","73,490","69,403","88,650","84,942","91,389","97,131","89,859","93,444","91,047","92,064","103,356","101,849","95,267","106,444","105,646","86,512","95,757","106,251","98,140","101,654","97,853","92,062","110,453","107,807","103,333","102,014","96,566","96,213","101,991","105,336","100,126","108,107","107,436","91,816","117,305","110,371","114,011","109,576","107,653","106,916","109,141","116,679","114,652","122,238","111,890","108,585","109,515","98,881","110,853","110,824","104,610","101,718","97,889","100,448","107,087","107,004","101,189","88,748","96,505","105,616","94,561","75,024","80,538","75,467","77,230","89,435","87,039","84,629","79,445","68,041","84,441","83,253","85,851","81,115","84,642","79,672","97,619","99,082","84,567","87,459","87,852","79,482","94,356","93,567","89,850","90,570","98,895","87,107","96,341","102,296","91,727","102,412","106,119","114,392","119,992","100,577","108,797","105,408","127,842","116,792","98,546","105,155","103,193","97,908","109,558","89,813","86,012","81,767","103,096","109,045","103,540","101,936","86,764","86,767","80,724","79,628","79,616","78,847","87,073","90,795","90,505","89,797","96,673","105,032","93,570"
20002,2002,Capital District Transportation Authority,Active,Full Reporter,67,"Albany-Schenectady, NY",DR,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,"5,167","4,673","6,279","10,610","20,319","11,152","25,416","21,712","21,451","25,599","25,496","30,449","30,928","29,750","38,547","32,912","42,186","40,263","41,032","40,789","51,776","63,772","60,645","68,110","65,200","61,442","66,007","65,784","74,557","68,095","74,388","29,102","44,243","52,682","31,799","33,631","28,121","33,935","38,756","45,494","42,505","49,621","37,004","12,463","12,701","10,427","10,274","8,006","7,291","8,038","7,850","5,874","6,705","6,866","5,826","3,920","4,172","4,449","4,171","4,633","6,194","6,627","4,316","4,786","5,662","5,878","6,024","6,333","5,574",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
