AgencyID,Mode_Cd,Service_Cd,Kwh_Propulsion,Kwh_Charge_Batteries,Gl_Diesel_Num,Gl_Gas_Num,Gl_Lpg_Num,Gl_Lng_Num,Gl_Meth_Num,Gl_Eth_Num,Gl_Cng_Num,Gl_Bunker_Num,Gl_Kero_Num,Gl_Grain_Num,Other_Fuel_Num,Gl_Biodiesel_Num,Other_Energy_Desc
0001,DR,PT,                ,                ,"1,151,078","43,453",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0001,MB,DO,                ,                ,"10,157,359",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0001,MB,PT,                ,                ,"25,725","145,876",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0001,RB,DO,                ,                ,"296,087",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0001,SR,DO,"517,427",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0001,TB,DO,"17,010,584",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0001,VP,DO,                ,"4,166",                ,"815,522",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0002,DR,DO,                ,                ,"121,570","41,398",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0002,DR,PT,                ,                ,"116,435","39,072",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0002,MB,DO,                ,                ,"1,147,204",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0002,VP,DO,                ,                ,                ,"90,215",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0003,DR,DO,                ,                ,                ,"123,964",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0003,DR,PT,                ,                ,                ,"350,771",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0003,MB,DO,                ,                ,"51,436","38,907",                ,                ,                ,                ,"2,346,023",                ,                ,                ,                ,                ,                                                                                                    
0003,VP,DO,                ,                ,                ,"352,040",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0005,DR,DO,                ,                ,                ,"118,052",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0005,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"353,064",                                                                                                    
0006,DR,PT,                ,0,0,"53,861",0,0,0,0,0,0,0,0,0,0,                                                                                                    
0006,MB,DO,                ,0,"189,711",0,0,0,0,0,0,0,0,0,0,0,                                                                                                    
0006,VP,DO,                ,0,"8,674","33,277",0,0,0,0,0,0,0,0,0,0,                                                                                                    
0007,DR,PT,                ,                ,                ,"161,456",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0007,MB,DO,                ,                ,"787,617",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0007,MB,PT,                ,                ,                ,399,                ,                ,                ,                ,                ,                ,                ,                ,                ,"9,704",                                                                                                    
0007,RB,DO,                ,                ,"106,468",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0007,VP,PT,                ,                ,                ,"15,987",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0008,DR,PT,                ,                ,                ,"36,630",                ,                ,                ,                ,                ,                ,                ,                ,                ,"847,885",                                                                                                    
0008,LR,DO,"53,059,621",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0008,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"5,392,440",                                                                                                    
0008,SR,DO,"1,246,440",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0008,YR,PT,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"110,137",                                                                                                    
0011,DR,DO,                ,                ,"26,685","3,754",                ,                ,                ,                ,"6,171",                ,                ,                ,                ,                ,                                                                                                    
0011,MB,DO,                ,                ,"74,913","34,436",                ,                ,                ,                ,"238,453",                ,                ,                ,                ,                ,                                                                                                    
0012,DR,PT,                ,                ,                ,"184,691",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0012,MB,DO,                ,                ,"532,816",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0016,DR,PT,                ,                ,"10,152","21,268",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0016,MB,DO,                ,                ,"54,751",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0018,DR,DO,                ,                ,"50,648","318,699",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0018,DR,PT,                ,                ,265,"26,110",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0018,MB,DO,                ,                ,"497,757",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0018,VP,DO,                ,                ,"11,122","351,472",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0019,DR,DO,                ,                ,                ,"3,999",                ,                ,                ,                ,                ,                ,                ,                ,                ,"99,257",                                                                                                    
0019,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"618,662",                                                                                                    
0019,VP,DO,                ,                ,                ,"211,420",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0020,DR,DO,                ,                ,"153,948",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0020,FB,PT,                ,                ,"40,954","2,839",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0020,MB,DO,                ,                ,"463,703",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0020,VP,DO,                ,                ,"23,299","50,885",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0021,DR,DO,                ,                ,                ,"141,967",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0021,MB,DO,                ,                ,"379,742",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0021,VP,DO,                ,                ,                ,"37,275",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0023,MG,PT,"660,015",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0024,DR,DO,                ,                ,"146,409","11,000",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0024,MB,DO,                ,                ,"921,601",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0024,VP,DO,                ,                ,                ,"8,868",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0025,DR,PT,                ,                ,                ,"238,817",                ,                ,                ,                ,                ,                ,                ,                ,                ,"31,733",                                                                                                    
0025,MB,DO,                ,                ,                ,"6,747",                ,                ,                ,                ,"383,260",                ,                ,                ,                ,"211,693",                                                                                                    
0025,VP,PT,                ,                ,                ,"18,588",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0028,FB,PT,                ,                ,"169,207",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0029,CB,PT,                ,                ,"518,865",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0029,DR,PT,                ,                ,"155,155","58,095",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0029,MB,DO,                ,                ,"1,785,834",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0029,VP,DO,                ,                ,                ,"282,409",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0034,DR,PT,                ,                ,"1,564","43,027",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0034,MB,DO,                ,                ,"12,727",                ,                ,                ,                ,                ,"162,220",                ,                ,                ,                ,                ,                                                                                                    
0035,FB,DO,                ,                ,"16,891,085",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"346,357",                                                                                                    
0040,CB,DO,                ,                ,"2,394,988",                ,                ,                ,                ,                ,"186,828",                ,                ,                ,                ,                ,                                                                                                    
0040,CB,PT,                ,                ,"703,467",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0040,CR,PT,                ,                ,"1,096,086",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0040,LR,DO,"410,794",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0040,LR,PT,"13,060,973",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0041,AR,DO,                ,                ,"113,782",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0043,DR,DO,                ,                ,"6,270","15,279",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0043,DR,PT,                ,                ,582,"2,173",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0043,MB,DO,                ,469,"276,156","2,809",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0044,DR,DO,                ,                ,"34,815",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0044,MB,DO,                ,                ,"156,883",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0044,VP,DO,                ,                ,                ,"52,955",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0045,DR,DO,                ,                ,"17,212","1,488",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0045,MB,DO,                ,                ,"90,022",890,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0047,MB,PT,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"85,647",                                                                                                    
0049,VP,DO,                ,                ,                ,"114,488",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0054,FB,DO,                ,                ,"144,992",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1001,DR,DO,                ,                ,"382,581",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1001,DR,PT,                ,                ,"79,218","51,014",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1001,MB,DO,                ,                ,"2,550,540",                ,                ,                ,                ,                ,"45,002",                ,                ,                ,                ,                ,                                                                                                    
1002,DR,DO,                ,                ,310,"17,176",                ,                ,                ,                ,                ,                ,                ,                ,                ,322,                                                                                                    
1002,MB,DO,                ,                ,"51,560","1,574",                ,                ,                ,                ,                ,                ,                ,                ,                ,"53,665",                                                                                                    
1003,CR,PT,                ,                ,"12,459,503",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1003,DR,PT,                ,                ,                ,"2,381,392",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1003,FB,PT,                ,                ,"1,304,930",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1003,HR,DO,"204,209,293",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1003,LR,DO,"51,988,613",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1003,MB,DO,                ,                ,"6,047,934",                ,                ,                ,                ,                ,"3,504,390",                ,                ,                ,                ,                ,                                                                                                    
1003,MB,PT,                ,                ,"102,388","17,608",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1003,TB,DO,"4,537,350",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1004,DR,PT,                ,                ,"97,836",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1004,MB,PT,                ,                ,"293,508",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1005,DR,DO,                ,                ,"3,588","15,105",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1005,DR,PT,                ,                ,"4,891","38,031",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1005,MB,PT,                ,                ,"188,947","38,384",                ,                ,                ,                ,"26,319",                ,                ,                ,                ,                ,                                                                                                    
1006,DR,PT,                ,                ,"41,987",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1006,MB,PT,                ,                ,"337,124",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1007,DR,PT,                ,                ,                ,"28,397",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1007,MB,PT,                ,                ,"151,298",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1008,DR,PT,                ,                ,                ,"396,210",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1008,MB,PT,                ,                ,"1,018,055","11,230",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1013,CB,PT,                ,                ,"22,621",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1013,DR,PT,                ,                ,                ,"56,295",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1013,MB,PT,                ,                ,"309,592",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1014,DR,DO,                ,                ,                ,"33,452",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1014,DR,PT,                ,                ,                ,"50,255",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1014,MB,DO,                ,                ,"395,788",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1016,MB,DO,                ,                ,"129,030",                ,                ,                ,                ,                ,"87,784",                ,                ,                ,                ,                ,                                                                                                    
1017,DR,PT,                ,                ,"265,729","130,015",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1045,CB,PT,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1045,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1048,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"7,910","1,978,373",Kilograms of hydrogen                                                                               
1049,DR,DO,                ,                ,                ,"284,356",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1049,MB,DO,                ,                ,                ,"9,850",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1050,DR,PT,                ,                ,"84,419",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1050,MB,DO,                ,                ,"665,103",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1051,DR,DO,                ,                ,"52,647",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1051,MB,DO,                ,                ,"295,638","2,767",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1053,DR,PT,                ,                ,"17,567","12,472",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1053,MB,PT,                ,                ,"41,670",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1055,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"1,115,765",                                                                                                    
1056,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"450,011",                                                                                                    
1057,DR,DO,                ,                ,"47,506",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1057,DR,PT,                ,                ,"2,441","38,789",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1057,MB,DO,                ,                ,"304,086",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1057,MB,PT,                ,                ,"9,595",854,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1061,DR,PT,                ,                ,"35,160","222,243",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1061,MB,PT,                ,                ,"113,268",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1064,CB,PT,                ,                ,"68,790",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
