AgencyID,Mode_Cd,Service_Cd,Kwh_Propulsion,Kwh_Charge_Batteries,Gl_Diesel_Num,Gl_Gas_Num,Gl_Lpg_Num,Gl_Lng_Num,Gl_Meth_Num,Gl_Eth_Num,Gl_Cng_Num,Gl_Bunker_Num,Gl_Kero_Num,Gl_Grain_Num,Other_Fuel_Num,Gl_Biodiesel_Num,Other_Energy_Desc,Total
5035,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
5035,MB,DO,             ,             ,             ,          ,962 ,          ,           ,          ,          ,             ,           ,            ,              ,"388,800 ",                                                                                                    ,"389,762 "
5035,VP,DO,             ,             ,             ,"2,618 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"2,618 "
5036,DR,DO,             ,             ,"114,513 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"114,513 "
5036,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
5036,MB,DO,             ,             ,"857,191 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"857,191 "
5037,DR,DO,             ,             ,"2,625 ",          ,          ,          ,           ,          ,"13,527 ",             ,           ,            ,              ,                ,                                                                                                    ,"16,152 "
5037,MB,DO,             ,             ,"98,456 ",          ,          ,          ,           ,          ,"1,352 ",             ,           ,            ,              ,                ,                                                                                                    ,"99,808 "
5039,DR,DO,             ,             ,"38,944 ","1,440 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"40,384 "
5039,MB,DO,             ,             ,"144,767 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"144,767 "
5040,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
5040,MB,DO,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,"675,887 ",                                                                                                    ,"675,887 "
5040,MB,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
5041,DR,DO,             ,             ,"17,509 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"17,509 "
5041,MB,DO,             ,"2,349 ","39,119 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"41,468 "
5042,DR,DO,             ,             ,             ,"5,067 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"5,067 "
5042,MB,DO,             ,             ,"45,338 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"45,338 "
5043,DR,DO,             ,             ,"56,128 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"56,128 "
5043,MB,DO,             ,             ,"309,813 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"309,813 "
5044,DR,DO,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,"43,923 ",                                                                                                    ,"43,923 "
5044,MB,DO,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,"374,332 ",                                                                                                    ,"374,332 "
5045,DR,DO,             ,             ,             ,"14,470 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"14,470 "
5045,MB,DO,             ,             ,"242,197 ","3,618 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"245,815 "
5047,DR,DO,             ,             ,"17,497 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"17,497 "
5047,MB,DO,             ,             ,"291,811 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"291,811 "
5048,DR,DO,             ,             ,"35,938 ","37,230 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"73,168 "
5050,DR,DO,             ,             ,"106,185 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"106,185 "
5050,DR,PT,             ,             ,"408,319 ","25,225 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"433,544 "
5050,MB,DO,             ,             ,"1,668,269 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"1,668,269 "
5050,MB,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
5051,DR,DO,             ,0 ,"11,943 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"11,943 "
5051,MB,DO,             ,0 ,"371,727 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"371,727 "
5052,DR,DO,             ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"27,620 ",                                                                                                    ,"27,620 "
5052,MB,DO,             ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"445,823 ",                                                                                                    ,"445,823 "
5053,DR,DO,             ,             ,"3,524 ",478 ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"4,002 "
5053,MB,DO,             ,             ,"65,113 ","2,190 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"67,303 "
5054,DR,DO,             ,0 ,"6,708 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"31,250 ",                                                                                                    ,"37,958 "
5054,MB,DO,             ,0 ,"41,206 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"192,793 ",                                                                                                    ,"233,999 "
5056,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
5056,MB,DO,             ,             ,"188,784 ","40,657 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,"411,495 ",                                                                                                    ,"640,936 "
5057,DR,DO,             ,0 ,"4,766 ",121 ,0 ,0 ,0 ,0 ,940 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"5,827 "
5057,DR,PT,             ,0 ,0 ,"8,769 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"8,769 "
5057,MB,DO,             ,0 ,"306,037 ","8,467 ",0 ,0 ,0 ,0 ,"269,258 ",0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"583,762 "
5058,DR,DO,             ,             ,"58,899 ",716 ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"59,615 "
5058,DR,PT,             ,             ,"4,743 ","2,086 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"6,829 "
5058,MB,DO,             ,             ,"317,724 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"317,724 "
5059,DR,DO,             ,             ,             ,729 ,          ,          ,           ,          ,          ,             ,           ,            ,              ,"42,934 ",                                                                                                    ,"43,663 "
5059,MB,DO,             ,             ,             ,"3,227 ",          ,          ,           ,          ,"299,012 ",             ,           ,            ,              ,"173,001 ",                                                                                                    ,"475,240 "
5060,DR,DO,             ,             ,             ,"29,611 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"29,611 "
5060,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
5060,MB,DO,             ,             ,"725,601 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,"38,190 ",                                                                                                    ,"763,791 "
5061,DR,DO,             ,             ,             ,"18,331 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,"1,270 ",                                                                                                    ,"19,601 "
5061,DR,PT,             ,             ,             ,"4,212 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"4,212 "
5061,MB,DO,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,"212,234 ",                                                                                                    ,"212,234 "
5066,HR,DO,"441,121,973 ",             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"441,121,973 "
5066,MB,DO,             ,             ,"24,047,000 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"24,047,000 "
5088,DR,DO,             ,             ,"29,169 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"29,169 "
5088,MB,DO,             ,             ,"116,698 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"116,698 "
5090,DR,PT,             ,             ,"8,671 ",716 ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"9,387 "
5090,MB,PT,             ,             ,"52,403 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"52,403 "
5091,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
5091,MB,DO,             ,             ,"144,730 ","1,348 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"146,078 "
5092,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,"25,718 ",                                                                                                    ,"25,718 "
5092,MB,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,"257,133 ",                                                                                                    ,"257,133 "
5095,DR,PT,             ,             ,             ,"51,164 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"51,164 "
5095,MB,PT,             ,             ,"655,775 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"655,775 "
5096,DR,DO,             ,             ,"28,163 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"28,163 "
5096,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
5096,MB,DO,             ,             ,"163,932 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"163,932 "
5096,MB,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
5099,DR,PT,             ,             ,"2,458 ","63,938 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"66,396 "
5099,MB,DO,             ,             ,"132,510 ",183 ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"132,693 "
5102,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
5102,MB,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
5103,DR,DO,             ,             ,             ,"10,960 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"10,960 "
5104,CR,DO,"19,526,500 ",             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"19,526,500 "
5108,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
5108,MB,DO,             ,             ,"98,222 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"98,222 "
5109,DR,PT,             ,             ,             ,"2,649 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"2,649 "
5109,MB,DO,             ,             ,"72,266 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"72,266 "
5110,DR,PT,             ,             ,             ,"23,543 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"23,543 "
5110,MB,DO,             ,             ,"283,343 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"283,343 "
5113,DR,DO,             ,             ,"12,949 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,257 ,                                                                                                    ,"13,206 "
5113,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
5113,MB,DO,             ,             ,"5,367,913 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,"107,358 ",                                                                                                    ,"5,475,271 "
5113,MB,PT,             ,             ,"539,021 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"539,021 "
5113,VP,DO,             ,             ,             ,"840,197 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"840,197 "
5117,DR,DO,             ,             ,"273,626 ",          ,          ,          ,           ,          ,0 ,             ,           ,            ,              ,                ,                                                                                                    ,"273,626 "
5117,DR,PT,             ,             ,"17,621 ",          ,          ,          ,           ,          ,0 ,             ,           ,            ,              ,                ,                                                                                                    ,"17,621 "
5117,MB,DO,             ,             ,"98,159 ",          ,          ,          ,           ,          ,"115,085 ",             ,           ,            ,              ,                ,                                                                                                    ,"213,244 "
5118,CR,DO,"108,208,615 ",             ,"24,942,634 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"133,151,249 "
5119,DR,PT,             ,             ,"191,000 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"191,000 "
5119,MB,DO,             ,             ,"5,191,055 ","192,826 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"5,383,881 "
5131,DR,DO,             ,0 ,0 ,"37,979 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"37,979 "
5132,DR,DO,             ,             ,             ,"71,694 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"71,694 "
5132,MB,DO,             ,             ,             ,"8,794 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"8,794 "
5133,DR,PT,             ,             ,             ,"12,478 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"12,478 "
5138,DR,PT,             ,             ,"21,147 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"21,147 "
5141,AG,DO,"4,509,920 ",             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"4,509,920 "
5143,MB,PT,             ,             ,"23,302 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"23,302 "
5145,DR,DO,             ,             ,"24,622 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"24,622 "
5145,DR,PT,             ,             ,             ,"75,800 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"75,800 "
5146,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
5146,MB,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
5146,VP,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
5148,DR,DO,             ,             ,"9,637 ",          ,          ,          ,           ,          ,"161,870 ",             ,           ,            ,              ,                ,                                                                                                    ,"171,507 "
5148,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
5148,MB,DO,             ,             ,"9,069 ",          ,          ,          ,           ,          ,"114,347 ",             ,           ,            ,              ,                ,                                                                                                    ,"123,416 "
5149,DR,PT,             ,             ,             ,          ,"26,501 ",          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"26,501 "
5149,MB,PT,             ,             ,             ,          ,"64,082 ",          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"64,082 "
5154,DR,PT,             ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,0 
5154,MB,PT,             ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,0 
5154,VP,PT,             ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,0 
5155,DR,PT,             ,             ,             ,"386,949 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,"972,383 ",                                                                                                    ,"1,359,332 "
5157,DR,DO,             ,             ,"8,311 ","1,400 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"9,711 "
5158,MB,DO,             ,             ,             ,          ,          ,          ,           ,          ,0 ,             ,           ,            ,              ,"275,096 ",                                                                                                    ,"275,096 "
5159,DR,PT,             ,0 ,"8,222 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"8,222 "
5159,MB,PT,             ,0 ,"129,101 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"129,101 "
5160,DR,PT,             ,             ,"32,308 ","60,682 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"92,990 "
5160,MB,PT,             ,             ,"75,625 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"75,625 "
5161,DR,PT,             ,             ,             ,"64,318 ",          ,          ,           ,          ,"4,341 ",             ,           ,            ,              ,                ,                                                                                                    ,"68,659 "
5161,MB,DO,             ,             ,"69,875 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"69,875 "
5163,DR,PT,             ,             ,"28,329 ","29,839 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"58,168 "
5164,DR,PT,             ,0 ,"7,800 ","18,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"26,000 "
5165,DR,PT,             ,0 ,"93,102 ","2,608 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"95,710 "
5166,DR,DO,             ,             ,"42,063 ","9,940 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"52,003 "
5166,DR,PT,             ,             ,             ,"83,094 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"83,094 "
5166,MB,DO,             ,             ,"7,633 ","6,627 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"14,260 "
5167,DR,DO,             ,0 ,0 ,"11,690 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"11,690 "
5168,DR,DO,             ,0 ,"41,248 ","6,548 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"47,796 "
5169,DR,PT,             ,             ,"44,778 ","10,026 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"54,804 "
5171,DR,PT,             ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,0 
5171,MB,DO,             ,0 ,"32,876 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"32,876 "
5171,MB,PT,             ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,0 
5174,DR,PT,             ,             ,"3,928 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,"3,840 ",                                                                                                    ,"7,768 "
5174,MB,DO,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,"79,995 ",                                                                                                    ,"79,995 "
5175,DR,PT,             ,             ,"14,552 ","44,280 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"58,832 "
5176,DR,PT,             ,             ,"70,834 ","30,720 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"101,554 "
5179,DR,DO,             ,0 ,0 ,"24,713 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,                                                                                                    ,"24,713 "
5180,DR,DO,             ,             ,"58,347 ","5,418 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"63,765 "
5181,DR,DO,             ,             ,"33,493 ",          ,"5,457 ",          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"38,950 "
5182,DR,PT,             ,             ,0 ,0 ,          ,          ,           ,          ,          ,             ,           ,            ,              ,0 ,                                                                                                    ,0 
5184,DR,PT,             ,             ,"58,448 ","13,912 ",          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"72,360 "
5184,MB,PT,             ,             ,"37,683 ",0 ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"37,683 "
6001,DR,DO,             ,             ,"33,732 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"33,732 "
6001,MB,DO,             ,             ,"141,208 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"141,208 "
6006,DR,DO,             ,             ,             ,"126,239 ",          ,"48,727 ",           ,          ,"172,722 ",             ,           ,            ,              ,                ,                                                                                                    ,"347,688 "
6006,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
6006,MB,DO,             ,             ,"140,390 ",          ,          ,"798,592 ",           ,          ,"2,376,649 ",             ,           ,            ,              ,                ,                                                                                                    ,"3,315,631 "
6007,CR,PT,             ,             ,"517,868 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"517,868 "
6007,DR,DO,             ,             ,             ,          ,          ,          ,           ,          ,"727,606 ",             ,           ,            ,              ,                ,                                                                                                    ,"727,606 "
6007,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
6007,MB,DO,             ,             ,"18,757 ",          ,          ,          ,           ,          ,"2,067,270 ",             ,           ,            ,              ,                ,                                                                                                    ,"2,086,027 "
6007,MB,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
6008,DR,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
6008,LR,DO,"7,019,832 ",             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"7,019,832 "
6008,MB,DO,             ,             ,"10,020,057 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"10,020,057 "
6008,MB,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
6008,VP,PT,             ,             ,             ,          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,0 
6009,DR,DO,             ,             ,"42,538 ",          ,          ,          ,           ,          ,          ,             ,           ,            ,              ,                ,                                                                                                    ,"42,538 "
6009,MB,DO,             ,             ,"90,929 ",          ,          ,          ,           ,          ,"728,629 ",             ,           ,            ,              ,                ,                                                                                                    ,"819,558 "
