AgencyID,mode_cd,service_cd,kwh_propulsion,kwh_charge_batteries,gl_diesel_num,gl_gas_num,gl_lpg_num,gl_lng_num,gl_meth_num,gl_eth_num,gl_cng_num,gl_bunker_num,gl_kero_num,gl_grain_num,other_fuel_num,gl_biodiesel_num,Total
4018,MB,DO,0,0,"2,070,221",0,0,0,0,0,0,0,0,0,0,0,
4019,DR,DO,0,0,"102,357",0,0,0,0,0,0,0,0,0,0,0,
4019,MB,DO,0,0,"779,370",0,0,0,0,0,0,0,0,0,0,0,
4021,DR,DO,0,0,"25,235",0,0,0,0,0,0,0,0,0,0,0,
4021,MB,DO,0,0,"123,208",0,0,0,0,0,0,0,0,0,0,0,
4022,DR,DO,0,0,"519,599",0,0,0,0,0,0,0,0,0,0,0,
4022,HR,DO,"93,705,968",0,0,0,0,0,0,0,0,0,0,0,0,0,
4022,MB,DO,0,0,"2,513,498",0,0,0,0,0,"6,202,805",0,0,0,0,0,
4023,DR,DO,0,0,"17,838",0,0,0,0,0,0,0,0,0,0,0,
4023,MB,DO,0,0,"144,654",0,0,0,0,0,0,0,0,0,0,0,
4024,DR,DO,0,0,"20,216","1,697",0,0,0,0,0,0,0,0,0,0,
4024,MB,DO,0,0,"265,403",0,0,0,0,0,0,0,0,0,0,0,
4025,FB,DO,0,0,"35,570",0,0,0,0,0,0,0,0,0,0,0,
4025,MB,DO,0,0,"623,712",0,0,0,0,0,0,0,0,0,0,0,
4026,DR,DO,0,0,"25,766",0,0,0,0,0,0,0,0,0,0,0,
4026,MB,DO,0,0,"295,572",0,0,0,0,0,0,0,0,0,0,0,
4027,MB,DO,0,0,"2,272,522",0,0,0,0,0,"54,269",0,0,0,0,0,
4028,DR,DO,0,0,"153,981",0,0,0,0,0,0,0,0,0,0,0,
4028,MB,DO,0,0,"710,646",0,0,0,0,0,0,0,0,0,0,0,
4029,MB,DO,0,0,"4,225,305",0,0,0,0,0,0,0,0,0,0,0,
