AgencyID,  mode_cd,  service_cd, kwh_propulsion,  kwh_charge_batteries,  gl_diesel_num, gl_gas_num, ec.gl_lpg_num, ec.gl_lng_num, ec.gl_meth_num, gl_eth_num,  gl_cng_num,  gl_bunker_num,  gl_kero_num, gl_grain_num,  other_fuel_num,  gl_biodiesel_num, other_energy_desc,Total
0034,MB,DO,0,0,"35,401",0,0,0,0,0,"123,024",0,0,0,0,0,,158425
0035,FB,DO,0,0,"17,324,333",0,0,0,0,0,0,0,0,0,0,0,,17324333
0040,LR,DO,"420,006",0,0,0,0,0,0,0,0,0,0,0,0,0,,420006
0040,MB,DO,0,0,"2,024,787",0,0,0,0,0,"588,797",0,0,0,0,"266,076",,2879660
0041,AR,DO,0,0,"128,804",0,0,0,0,0,0,0,0,0,0,0,,128804
0043,DR,DO,0,0,"13,654","19,942",0,0,0,0,0,0,0,0,0,0,,33596
0043,MB,DO,0,0,"254,275",0,0,0,0,0,0,0,0,0,0,0,,254275
0043,VP,DO,0,0,0,"3,025",0,0,0,0,0,0,0,0,0,0,,3025
0044,DR,DO,0,0,"33,544",0,0,0,0,0,0,0,0,0,0,0,,33544
0044,MB,DO,0,0,"117,874",0,0,0,0,0,0,0,0,0,0,0,,117874
0044,VP,DO,0,0,0,"37,699",0,0,0,0,0,0,0,0,0,0,,37699
0045,DR,DO,0,0,"19,990",0,0,0,0,0,0,0,0,0,0,0,,19990
0045,MB,DO,0,0,"69,923","3,143",0,0,0,0,0,0,0,0,0,0,,73066
0046,DR,DO,0,0,"15,150","2,073",0,0,0,0,0,0,0,0,0,0,,17223
0046,MB,DO,0,0,"53,715",0,0,0,0,0,0,0,0,0,0,0,,53715
0049,VP,DO,0,0,0,"78,064",0,0,0,0,0,0,0,0,0,0,,78064
1001,DR,DO,0,0,"375,676",0,0,0,0,0,0,0,0,0,0,0,,375676
1001,MB,DO,0,0,"2,128,829",0,0,0,0,0,"172,225",0,0,0,0,0,,2301054
1002,DR,DO,0,0,"6,575","6,508",0,0,0,0,0,0,0,0,0,0,,13083
1002,MB,DO,0,0,"102,464",166,0,0,0,0,0,0,0,0,0,0,,102630
1003,CR,DO,0,0,"12,072,349",0,0,0,0,0,0,0,0,0,0,0,,12072349
1003,HR,DO,"190,245,350",0,0,0,0,0,0,0,0,0,0,0,0,0,,190245350
1003,LR,DO,"51,524,950",0,0,0,0,0,0,0,0,0,0,0,0,0,,51524950
1003,MB,DO,0,0,"5,016,583",0,0,0,0,0,"4,395,304",0,0,0,0,0,,9411887
1003,TB,DO,"6,272,462",0,0,0,0,0,0,0,0,0,0,0,0,0,,6272462
1005,MB,DO,0,0,"224,100",0,0,0,0,0,"39,773",0,0,0,0,0,,263873
1014,DR,DO,0,0,"2,792","29,131",0,0,0,0,0,0,0,0,0,0,,31923
1014,MB,DO,0,0,"418,123",0,0,0,0,0,0,0,0,0,0,0,,418123
1016,MB,DO,0,0,"93,989",0,0,0,0,0,"133,863",0,0,0,0,0,,227852
1040,MB,DO,0,0,"237,809",0,0,0,0,0,0,0,0,0,0,0,,237809
1042,DR,DO,0,0,"38,181",0,0,0,0,0,0,0,0,0,0,0,,38181
1048,MB,DO,0,0,"1,883,671",0,0,0,0,0,0,0,0,0,337,0,Kilograms of hydrogen,1884008
1049,DR,DO,0,0,0,"276,667",0,0,0,0,0,0,0,0,0,0,,276667
1049,MB,DO,0,107,0,"20,515",0,0,0,0,0,0,0,0,0,0,,20622
1050,MB,DO,0,0,"632,868",0,0,0,0,0,0,0,0,0,0,0,,632868
1051,DR,DO,0,0,"52,322",0,0,0,0,0,0,0,0,0,0,0,,52322
1051,MB,DO,0,0,"196,842",294,0,0,0,0,0,0,0,0,0,0,,197136
1055,MB,DO,0,0,"1,042,488",0,0,0,0,0,0,0,0,0,0,0,,1042488
1056,MB,DO,0,0,"434,136",0,0,0,0,0,0,0,0,0,0,0,,434136
1057,DR,DO,0,0,"36,576","1,383",0,0,0,0,0,0,0,0,0,0,,37959
1057,MB,DO,0,0,"268,222",0,0,0,0,0,0,0,0,0,0,0,,268222
1063,MB,DO,0,0,"113,890","10,635",0,0,0,0,0,0,0,0,0,0,,124525
1066,MB,DO,0,0,"313,434",0,0,0,0,0,0,0,0,0,0,"28,494",,341928
1066,VP,DO,0,0,0,"3,911",0,0,0,0,0,0,0,0,0,0,,3911
1069,DR,DO,0,0,"60,697","18,296",952,0,0,0,0,0,0,0,0,0,,79945
1086,DR,DO,0,0,"2,946","1,027",0,0,0,0,0,0,0,0,0,155,,4128
1086,MB,DO,0,0,"70,695","5,098","4,176",0,0,0,0,0,0,0,0,"3,721",,83690
1087,DR,DO,0,0,0,0,0,0,0,0,0,0,0,0,0,"24,533",,24533
1087,MB,DO,0,0,0,0,0,0,0,0,0,0,0,0,0,"56,357",,56357
1088,FB,DO,0,0,"235,855",0,0,0,0,0,0,0,0,0,0,0,,235855
1095,DR,DO,0,0,"84,609","2,718",0,0,0,0,0,0,0,0,0,0,,87327
1095,MB,DO,0,0,"289,480",0,0,0,0,0,0,0,0,0,0,0,,289480
1096,MB,DO,0,0,0,0,0,0,0,0,0,0,0,0,0,"108,760",,108760
1098,DR,DO,0,0,"55,172","13,108",0,0,0,0,0,0,0,0,0,0,,68280
1098,MB,DO,0,0,"29,605","5,748",0,0,0,0,0,0,0,0,0,0,,35353
1107,DR,DO,0,0,0,"57,570",0,0,0,0,0,0,0,0,0,0,,57570
1107,MB,DO,0,0,"55,911",0,0,0,0,0,0,0,0,0,0,0,,55911
1108,VP,DO,0,0,0,"461,674",0,0,0,0,0,0,0,0,0,0,,461674
1110,VP,DO,0,0,0,"31,177",0,0,0,0,0,0,0,0,0,0,,31177
1116,MB,DO,0,0,"85,066",0,0,0,0,0,0,0,0,0,0,0,,85066
2002,DR,DO,0,0,"228,256","3,132",0,0,0,0,0,0,0,0,0,0,,231388
2002,MB,DO,0,0,"1,846,799",0,0,0,0,0,0,0,0,0,0,0,,1846799
2003,DR,DO,0,0,"27,375",0,0,0,0,0,0,0,0,0,0,0,,27375
2003,MB,DO,0,0,"398,562","1,729",0,0,0,0,0,0,0,0,0,0,,400291
2004,DR,DO,0,0,"166,050",0,0,0,0,0,0,0,0,0,0,0,,166050
2004,LR,DO,"7,942,481",0,0,0,0,0,0,0,0,0,0,0,0,0,,7942481
2004,MB,DO,0,0,"2,325,349",0,0,0,0,0,0,0,0,0,0,0,,2325349
2006,DR,DO,0,0,0,"9,810",0,0,0,0,0,0,0,0,0,0,,9810
2006,MB,DO,0,0,"63,852",0,0,0,0,0,0,0,0,0,0,0,,63852
2007,DR,DO,0,0,"498,025",0,0,0,0,0,0,0,0,0,0,0,,498025
2007,MB,DO,0,0,"54,971",0,0,0,0,0,"5,556,505",0,0,0,0,0,,5611476
2008,HR,DO,"1,786,017,000",0,0,0,0,0,0,0,0,0,0,0,0,0,,1786017000
2008,MB,DO,0,"15,630","36,269,471",0,0,0,0,0,"6,248,682",0,0,0,0,0,,42533783
2009,MB,DO,0,0,"52,433",290,0,0,0,0,0,0,0,0,0,0,,52723
2010,DR,DO,0,0,"58,488",0,0,0,0,0,0,0,"6,762",0,0,0,,65250
2010,MB,DO,0,0,"150,398",0,0,0,0,0,0,0,"17,388",0,0,0,,167786
2018,DR,DO,0,0,"60,258",0,0,0,0,0,0,0,0,0,0,0,,60258
2018,MB,DO,0,0,"251,108",0,0,0,0,0,"1,139,020",0,0,0,0,0,,1390128
2071,DR,DO,0,0,"14,174","2,292",0,0,0,0,0,0,0,0,0,0,,16466
2071,MB,DO,0,0,"71,177",0,0,0,0,0,0,0,0,0,0,0,,71177
2075,HR,DO,"41,784,934",0,0,0,0,0,0,0,0,0,0,0,0,0,,41784934
2078,CR,DO,"486,849,950",0,"6,921,114",0,0,0,0,0,0,0,0,0,0,0,,493771064
2080,CR,DO,"369,091,708",0,"14,218,122",0,0,0,0,0,0,0,0,0,0,0,,383309830
2080,LR,DO,"7,056,444",0,0,0,0,0,0,0,0,0,0,0,0,0,,7056444
2080,MB,DO,0,0,"22,272,407",0,0,0,0,0,"650,312",0,0,0,0,0,,22922719
2082,FB,DO,0,0,"4,348,877",0,0,0,0,0,0,0,0,0,0,0,,4348877
2085,MB,DO,0,0,"40,708",0,0,0,0,0,0,0,0,0,0,0,,40708
2086,DR,DO,0,0,"72,917",0,0,0,0,0,0,0,0,0,0,0,,72917
2089,MB,DO,0,0,"6,792",0,0,0,0,0,0,0,0,0,0,0,,6792
2098,HR,DO,"94,846,518",0,0,0,0,0,0,0,0,0,0,0,0,0,,94846518
2099,HR,DO,"17,929,659",0,0,0,0,0,0,0,0,0,0,0,0,0,,17929659
2100,CR,DO,"508,989,894",0,"7,405,689",0,0,0,0,0,0,0,0,0,0,0,,516395583
2113,DR,DO,0,0,"185,296",0,0,0,0,0,0,0,0,0,0,0,,185296
2113,MB,DO,0,0,"1,669,764",0,0,0,0,0,0,0,0,0,0,0,,1669764
2116,MB,DO,0,0,"146,178",0,0,0,0,0,0,0,0,0,0,0,,146178
2120,DR,DO,0,0,"2,338",0,0,0,0,0,0,0,0,0,0,0,,2338
2120,MB,DO,0,0,"49,587","4,815",0,0,0,0,0,0,0,0,0,0,,54402
2122,MB,DO,0,0,"1,931,619",0,0,0,0,0,0,0,0,0,0,0,,1931619
2126,MB,DO,0,0,"2,082,860",0,0,0,0,0,0,0,0,0,0,0,,2082860
2128,MB,DO,0,0,"1,589,714",0,0,0,0,0,0,0,0,0,0,0,,1589714
2132,MB,DO,0,0,"385,743",0,0,0,0,0,0,0,0,0,0,0,,385743
2135,MB,DO,0,0,"307,627",0,0,0,0,0,0,0,0,0,0,0,,307627
2137,MB,DO,0,0,"162,169",0,0,0,0,0,0,0,0,0,0,0,,162169
2145,MB,DO,0,0,"376,782","8,393",0,0,0,0,0,0,0,0,0,0,,385175
2148,DR,DO,0,0,"6,810",0,0,0,0,0,0,0,0,0,0,0,,6810
2148,MB,DO,0,0,"42,803",0,0,0,0,0,0,0,0,0,0,0,,42803
2149,MB,DO,0,0,"1,301,787",0,0,0,0,0,0,0,0,0,0,0,,1301787
2155,DR,DO,0,0,"78,502","3,838",0,0,0,0,0,0,0,0,0,0,,82340
2159,DR,DO,0,0,"989,243",0,0,0,0,0,0,0,0,0,0,0,,989243
2160,MB,DO,0,0,"280,716",0,0,0,0,0,0,0,0,0,0,0,,280716
2161,MB,DO,0,0,"670,168",0,0,0,0,0,0,0,0,0,0,0,,670168
2163,MB,DO,0,0,"694,697",0,0,0,0,0,0,0,0,0,0,0,,694697
2165,MB,DO,0,0,"275,242",0,0,0,0,0,0,0,0,0,0,0,,275242
2166,MB,DO,0,0,"866,685",0,0,0,0,0,0,0,0,0,0,0,,866685
2168,MB,DO,0,0,"598,955",0,0,0,0,0,0,0,0,0,0,0,,598955
2169,MB,DO,0,0,"924,719",0,0,0,0,0,0,0,0,0,0,0,,924719
2172,MB,DO,0,0,"115,121",0,0,0,0,0,0,0,0,0,0,0,,115121
2177,MB,DO,0,0,"362,673",0,0,0,0,0,0,0,0,0,0,0,,362673
2178,MB,DO,0,0,"98,750",284,0,0,0,0,0,0,0,0,0,0,,99034
2179,MB,DO,0,0,"79,053",0,0,0,0,0,0,0,0,0,0,0,,79053
2182,DR,DO,0,0,"1,591",0,0,0,0,0,0,0,0,0,0,0,,1591
2183,DR,DO,0,0,"10,127",0,0,0,0,0,0,0,0,0,0,0,,10127
2185,DR,DO,0,0,"18,892","2,048",0,0,0,0,0,0,0,0,0,0,,20940
2185,MB,DO,0,0,"253,841",0,0,0,0,0,0,0,0,0,0,0,,253841
2187,MB,DO,0,0,"17,681",0,0,0,0,0,0,0,0,0,0,0,,17681
2188,MB,DO,0,0,"9,837,402",0,0,0,0,0,"3,427,914",0,0,0,0,0,,13265316
2189,FB,DO,0,0,"837,367",0,0,0,0,0,0,0,0,0,0,0,,837367
2190,FB,DO,0,0,"1,866,814",0,0,0,0,0,0,0,0,0,0,0,,1866814
3001,DR,DO,0,0,0,"39,053",0,0,0,0,0,0,0,0,0,0,,39053
3001,MB,DO,0,0,"498,020",0,0,0,0,0,0,0,0,0,0,0,,498020
3002,DR,DO,0,0,"9,297","34,500",0,0,0,0,0,0,0,0,0,0,,43797
3002,MB,DO,0,0,"178,849",0,0,0,0,0,0,0,0,0,0,0,,178849
3006,DR,DO,0,0,"1,814",0,0,0,0,0,0,0,0,0,0,0,,1814
3006,MB,DO,0,0,"1,588,262",0,0,0,0,0,0,0,0,0,0,0,,1588262
3007,MB,DO,0,0,"387,773",0,0,0,0,0,0,0,0,0,0,0,,387773
3008,DR,DO,0,0,"13,510",0,0,0,0,0,0,0,0,0,0,0,,13510
3008,MB,DO,0,0,"252,935",0,0,0,0,0,0,0,0,0,0,0,,252935
3009,DR,DO,0,0,583,"5,166",0,0,0,0,0,0,0,0,0,0,,5749
3009,MB,DO,0,0,"112,828",0,0,0,0,0,0,0,0,0,0,0,,112828
3010,MB,DO,0,0,"710,435",0,0,0,0,0,0,0,0,0,0,0,,710435
3011,DR,DO,0,0,"1,095",0,0,0,0,0,0,0,0,0,0,0,,1095
3011,MB,DO,0,0,"145,363",0,0,0,0,0,0,0,0,0,0,0,,145363
3012,DR,DO,0,0,"3,193",0,0,0,0,0,0,0,0,0,0,0,,3193
3012,IP,DO,"133,400",0,0,0,0,0,0,0,0,0,0,0,0,0,,133400
3012,MB,DO,0,0,"222,873",0,0,0,0,0,0,0,0,0,0,0,,222873
3013,DR,DO,0,0,"132,767","29,705",0,0,0,0,0,0,0,0,0,0,,162472
3013,MB,DO,0,0,"323,893",0,0,0,0,0,"88,226",0,0,0,0,0,,412119
3014,DR,DO,0,0,"64,258","105,323",0,0,0,0,0,0,0,0,0,0,,169581
3014,MB,DO,0,0,"478,806",0,0,0,0,0,0,0,0,0,0,0,,478806
3015,MB,DO,0,0,"248,274",0,0,0,0,0,0,0,0,0,0,0,,248274
3018,MB,DO,0,0,"378,586",0,0,0,0,0,0,0,0,0,0,0,,378586
3019,CR,DO,"195,541,679",0,0,0,0,0,0,0,0,0,0,0,0,0,,195541679
3019,HR,DO,"134,658,412",0,0,0,0,0,0,0,0,0,0,0,0,0,,134658412
3019,LR,DO,"34,955,140",0,0,0,0,0,0,0,0,0,0,0,0,0,,34955140
3019,MB,DO,0,0,"15,921,182",0,0,0,0,0,0,0,0,0,0,0,,15921182
3022,IP,DO,"208,390",0,0,0,0,0,0,0,0,0,0,0,0,0,,208390
3022,LR,DO,"30,735,501",0,0,0,0,0,0,0,0,0,0,0,0,0,,30735501
3022,MB,DO,0,0,"8,823,932",0,0,0,0,0,0,0,0,0,0,0,,8823932
3023,DR,DO,0,0,"75,734",0,0,0,0,0,0,0,0,0,0,0,,75734
3023,MB,DO,0,0,"223,623",0,0,0,0,0,0,0,0,0,0,0,,223623
3024,DR,DO,0,0,"100,224",0,0,0,0,0,0,0,0,0,0,0,,100224
3024,MB,DO,0,0,"425,116",0,0,0,0,0,0,0,0,0,0,0,,425116
3025,MB,DO,0,0,"246,499",0,0,0,0,0,0,0,0,0,0,0,,246499
3026,MB,DO,0,0,"215,280",0,0,0,0,0,0,0,0,0,0,0,,215280
3027,DR,DO,0,0,"111,870","5,311",0,0,0,0,0,0,0,0,0,"18,696",,135877
3027,MB,DO,0,0,"272,812","75,530",0,0,0,0,0,0,0,0,0,"11,003",,359345
3030,HR,DO,"487,119,731",0,0,0,0,0,0,0,0,0,0,0,0,0,,487119731
3030,MB,DO,0,0,"10,884,832",0,0,0,0,0,"4,803,489",0,0,0,0,0,,15688321
3034,DR,DO,0,0,"141,168",0,0,0,0,0,0,0,0,0,0,0,,141168
3034,HR,DO,"27,058,554",0,0,0,0,0,0,0,0,0,0,0,0,0,,27058554
3034,LR,DO,"33,485,570",0,0,0,0,0,0,0,0,0,0,0,0,0,,33485570
3034,MB,DO,0,0,"7,632,486",0,0,0,0,0,0,0,0,0,0,0,,7632486
3035,DR,DO,0,0,"5,660",583,0,0,0,0,0,0,0,0,0,0,,6243
3035,MB,DO,0,0,"123,887",0,0,0,0,0,0,0,0,0,0,0,,123887
3036,MB,DO,0,0,"76,354","11,593",0,0,0,0,0,0,0,0,0,"99,517",,187464
3040,MB,DO,0,0,"119,272","5,934",0,0,0,0,"9,939",0,0,0,0,0,,135145
3041,DR,DO,0,0,0,"30,082",0,0,0,0,0,0,0,0,0,0,,30082
3041,MB,DO,0,0,"8,715","24,369",0,0,0,0,0,0,0,0,0,0,,33084
3042,DR,DO,0,0,"10,074",0,0,0,0,0,0,0,0,0,0,0,,10074
3042,MB,DO,0,0,"84,734",0,0,0,0,0,0,0,0,0,0,0,,84734
3050,DR,DO,0,0,"13,019","46,734",0,0,0,0,0,0,0,0,0,0,,59753
3050,MB,DO,0,0,"31,735",0,0,0,0,0,0,0,0,0,0,0,,31735
3051,MB,DO,0,0,"2,607,018",0,0,0,0,0,"1,073,003",0,0,0,0,0,,3680021
3054,MB,DO,0,0,0,0,0,0,0,0,"506,084",0,0,0,0,0,,506084
3055,DR,DO,0,0,"66,125",633,0,0,0,0,0,0,0,0,0,0,,66758
3055,MB,DO,0,0,"27,398",0,0,0,0,0,0,0,0,0,0,0,,27398
3058,MB,DO,0,0,"98,244",0,0,0,0,0,0,0,0,0,0,0,,98244
3069,DR,DO,0,0,"12,645",0,0,0,0,0,0,0,0,0,0,0,,12645
3069,MB,DO,0,0,"40,035",0,0,0,0,0,0,0,0,0,0,0,,40035
3071,MB,DO,0,0,"438,368",0,0,0,0,0,0,0,0,0,0,0,,438368
3072,DR,DO,0,0,"48,081","11,287",0,0,0,0,0,0,0,0,0,0,,59368
3072,MB,DO,0,0,"163,377",0,0,0,0,0,0,0,0,0,0,0,,163377
3074,DR,DO,0,0,"31,467","6,586",0,0,0,0,0,0,0,0,0,0,,38053
3074,MB,DO,0,0,"70,346",0,0,0,0,0,0,0,0,0,0,0,,70346
3075,DR,DO,0,0,"826,752",0,0,0,0,0,0,0,0,0,0,0,,826752
3075,MB,DO,0,0,"1,517,654",0,0,0,0,0,0,0,0,0,0,0,,1517654
3076,DR,DO,0,0,"8,231",0,0,0,0,0,0,0,0,0,0,0,,8231
3076,MB,DO,0,0,"109,359",0,0,0,0,0,0,0,0,0,0,0,,109359
3079,MB,DO,0,0,"90,446",0,0,0,0,0,0,0,0,0,0,0,,90446
3083,MB,DO,0,"305,120","2,964,999",0,0,0,0,0,0,0,0,0,0,0,,3270119
3083,VP,DO,0,0,0,"70,176",0,0,0,0,0,0,0,0,0,0,,70176
3085,DR,DO,0,0,"88,260",0,0,0,0,0,0,0,0,0,0,0,,88260
3087,DR,DO,0,0,"17,599","3,157",0,0,0,0,0,0,0,0,0,0,,20756
3087,MB,DO,0,0,"15,751",0,0,0,0,0,0,0,0,0,0,0,,15751
3089,DR,DO,0,0,"2,224","10,563",0,0,0,0,0,0,0,0,0,0,,12787
3089,MB,DO,0,0,"128,120","1,436",0,0,0,0,0,0,0,0,0,0,,129556
3091,DR,DO,0,0,"5,843","1,925",0,0,0,0,0,0,0,0,0,0,,7768
3091,MB,DO,0,0,"171,265",0,0,0,0,0,0,0,0,0,0,0,,171265
3094,DR,DO,0,0,0,"1,352",0,0,0,0,0,0,0,0,0,"12,780",,14132
3094,MB,DO,0,0,0,0,0,0,0,0,0,0,0,0,0,"122,094",,122094
3095,DR,DO,0,0,0,"53,000",0,0,0,0,0,0,0,0,0,0,,53000
3095,MB,DO,0,0,"66,314",49,0,0,0,0,0,0,0,0,0,0,,66363
3096,DR,DO,0,0,"55,313","10,800",0,0,0,0,0,0,0,0,0,0,,66113
3096,MB,DO,0,0,"181,719","8,370",0,0,0,0,0,0,0,0,0,"6,000",,196089
4001,DR,DO,0,0,"50,586",0,0,0,0,0,0,0,0,0,0,0,,50586
4001,IP,DO,"168,000",0,0,0,0,0,0,0,0,0,0,0,0,0,,168000
4001,MB,DO,0,"268,145","468,254",0,0,0,0,0,0,0,0,0,0,0,,736399
4002,DR,DO,0,0,"32,430","25,989","1,665",0,0,0,0,0,0,0,0,"7,358",Propane used by Electric Trolleys as an indirect power supply to charge the batteries.,67442
4002,MB,DO,0,0,"443,555","30,201","169,856",0,0,0,0,0,0,0,"9,452","111,639",Propane used by Electric Trolleys as an indirect power supply to charge the batteries.,764703
4003,DR,DO,0,0,"470,824",0,0,0,0,0,0,0,0,0,0,"14,323",,485147
4003,LR,DO,"1,667,400",0,0,0,0,0,0,0,0,0,0,0,0,0,,1667400
4003,MB,DO,0,0,"1,928,856",0,0,0,0,0,0,0,0,0,0,"25,526",,1954382
4004,DR,DO,0,0,"232,589",0,0,0,0,0,0,0,0,0,0,"12,241",,244830
4004,MB,DO,0,0,"1,271,344",0,0,0,0,0,0,0,0,0,0,"66,913",,1338257
4005,MB,DO,0,0,"219,659",0,0,0,0,0,0,0,0,0,0,0,,219659
4006,DR,DO,0,0,0,"8,598",0,0,0,0,0,0,0,0,0,0,,8598
4006,MB,DO,0,0,"293,109","22,721",0,0,0,0,0,0,0,0,0,0,,315830
4007,DR,DO,0,0,"10,696",861,0,0,0,0,0,0,0,0,0,0,,11557
4007,MB,DO,0,0,"588,067","9,773",0,0,0,0,0,0,"74,675",0,0,"63,838",,736353
4008,DR,DO,0,0,"328,883",0,0,0,0,0,0,0,0,0,0,0,,328883
4008,MB,DO,0,0,"3,108,924",0,0,0,0,0,0,0,0,0,0,0,,3108924
4008,VP,DO,0,0,0,"141,047",0,0,0,0,0,0,0,0,0,0,,141047
4009,DR,DO,0,0,0,"55,470",0,0,0,0,0,0,0,0,0,0,,55470
4009,MB,DO,0,0,"177,308","16,262",0,0,0,0,0,0,0,0,0,0,,193570
4011,DR,DO,0,0,0,"8,850",0,0,0,0,0,0,0,0,0,0,,8850
4011,MB,DO,0,0,"83,385","2,564",0,0,0,0,0,0,0,0,0,0,,85949
4012,DR,DO,0,0,"85,284","7,604",0,0,0,0,0,0,0,0,0,0,,92888
4012,MB,DO,0,0,"400,685",0,0,0,0,0,0,0,0,0,0,0,,400685
4014,DR,DO,0,0,"31,556","3,733",0,0,0,0,0,0,0,0,0,0,,35289
4014,MB,DO,0,"24,672","80,187",0,"20,813",0,0,0,0,0,0,0,0,0,,125672
4015,DR,DO,0,0,"43,500",0,0,0,0,0,0,0,0,0,0,0,,43500
4015,MB,DO,0,0,"244,000",0,0,0,0,0,0,0,0,0,0,0,,244000
4017,MB,DO,0,0,"523,645","5,281",0,0,0,0,0,0,0,0,0,0,,528926
4018,DR,DO,0,0,"21,165",0,0,0,0,0,0,0,0,0,0,0,,21165
4018,MB,DO,0,0,"2,095,311",0,0,0,0,0,0,0,0,0,0,0,,2095311
4019,DR,DO,0,0,"105,963",0,0,0,0,0,0,0,0,0,0,0,,105963
4019,MB,DO,0,0,"810,210",0,0,0,0,0,0,0,0,0,0,0,,810210
4021,DR,DO,0,0,"24,094",0,0,0,0,0,0,0,0,0,0,0,,24094
4021,MB,DO,0,0,"109,764",0,0,0,0,0,0,0,0,0,0,0,,109764
4022,DR,DO,0,0,"642,704",0,0,0,0,0,0,0,0,0,0,0,,642704
4022,HR,DO,"96,340,281",0,0,0,0,0,0,0,0,0,0,0,0,0,,96340281
4022,MB,DO,0,0,"2,523,905",0,0,0,0,0,"6,118,634",0,0,0,0,0,,8642539
4023,DR,DO,0,0,"14,807",0,0,0,0,0,0,0,0,0,0,0,,14807
4023,MB,DO,0,0,"124,813",0,0,0,0,0,0,0,0,0,0,0,,124813
4024,DR,DO,0,0,"17,071",0,0,0,0,0,0,0,0,0,0,0,,17071
4024,MB,DO,0,0,"261,650",0,0,0,0,0,0,0,0,0,0,0,,261650
4025,FB,DO,0,0,"32,333",0,0,0,0,0,0,0,0,0,0,0,,32333
4025,MB,DO,0,0,"632,005",0,0,0,0,0,0,0,0,0,0,0,,632005
4026,DR,DO,0,0,"35,224",0,0,0,0,0,0,0,0,0,0,0,,35224
4026,MB,DO,0,0,"285,594",0,0,0,0,0,0,0,0,0,0,0,,285594
