AgencyID,Mode_Cd,Service_Cd,Kwh_Propulsion,Kwh_Charge_Batteries,Gl_Diesel_Num,Gl_Gas_Num,Gl_Lpg_Num,Gl_Lng_Num,Gl_Meth_Num,Gl_Eth_Num,Gl_Cng_Num,Gl_Bunker_Num,Gl_Kero_Num,Gl_Grain_Num,Other_Fuel_Num,Gl_Biodiesel_Num,Other_Energy_Desc
0018,DR,DO,                ,                ,"52,829","324,113",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0018,DR,PT,                ,                ,"15,205","30,409",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0018,MB,DO,                ,                ,"475,762",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0018,VP,DO,                ,                ,"16,925","318,045",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0019,DR,DO,                ,                ,                ,"3,694",                ,                ,                ,                ,                ,                ,                ,                ,                ,"101,762",                                                                                                    
0019,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"596,313",                                                                                                    
0019,VP,DO,                ,                ,                ,"197,410",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0020,DR,DO,                ,                ,"159,129",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0020,FB,PT,                ,                ,"42,658",161,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0020,MB,DO,                ,                ,"476,866",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0020,VP,DO,                ,                ,"21,880","55,178",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0021,DR,DO,                ,                ,                ,"126,701",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0021,MB,DO,                ,                ,"413,428",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0021,VP,DO,                ,                ,                ,"33,000",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0022,DR,DO,                ,                ,"17,958","64,231",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0022,MB,DO,                ,                ,"45,376",633,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0023,MO,PT,"617,018",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0024,DR,DO,                ,                ,"146,364","12,123",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0024,MB,DO,                ,                ,"923,216",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0024,VP,DO,                ,                ,                ,"5,370",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0025,DR,PT,                ,                ,"5,293","174,299",                ,                ,                ,                ,                ,                ,                ,                ,                ,"42,598",                                                                                                    
0025,MB,DO,                ,                ,                ,"7,263",                ,                ,                ,                ,"394,043",                ,                ,                ,                ,"211,483",                                                                                                    
0025,VP,PT,                ,                ,                ,"17,957",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0028,FB,PT,                ,                ,"135,778",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0029,DR,PT,                ,                ,"220,839","2,124",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0029,MB,DO,                ,                ,"1,912,387",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0029,MB,PT,                ,                ,"599,200",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0029,VP,DO,                ,                ,                ,"269,147",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0034,DR,PT,                ,                ,"1,964","34,903",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0034,MB,DO,                ,                ,"27,381",                ,                ,                ,                ,                ,"140,798",                ,                ,                ,                ,                ,                                                                                                    
0035,FB,DO,                ,                ,"16,981,193",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"173,404",                                                                                                    
0040,CR,PT,                ,                ,"1,112,851",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0040,LR,DO,"407,018",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0040,LR,PT,"13,327,909",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0040,MB,DO,                ,                ,"2,293,213",                ,                ,                ,                ,                ,"210,949",                ,                ,                ,                ,                ,                                                                                                    
0040,MB,PT,                ,                ,"642,310",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0041,AR,DO,                ,                ,"104,279",                ,0,0,                ,                ,                ,                ,                ,                ,0,0,                                                                                                    
0042,DR,DO,                ,                ,"6,814","56,111",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0042,MB,DO,                ,                ,"4,038","39,595",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0043,DR,DO,                ,                ,"8,835","33,235",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0043,DR,PT,                ,0,376,"3,476",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0043,MB,DO,                ,                ,"275,447",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0044,DR,DO,                ,                ,"43,497",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0044,MB,DO,                ,                ,"149,370",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0044,VP,DO,                ,                ,                ,"43,937",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0045,DR,DO,                ,                ,"18,240",38,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0045,MB,DO,                ,                ,"88,940",507,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0046,DR,DO,                ,                ,"18,909","1,991",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0046,MB,DO,                ,                ,"67,434",0,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0047,MB,PT,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"92,455",                                                                                                    
0049,VP,DO,                ,                ,                ,"103,217",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0050,DR,PT,                ,                ,                ,"27,325",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0050,MB,PT,                ,                ,"19,986","21,478",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0052,VP,PT,                ,                ,                ,"20,854",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
0054,FB,DO,                ,                ,"89,321",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1001,DR,DO,                ,                ,"389,327",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1001,DR,PT,                ,                ,"82,055","38,162",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1001,MB,DO,                ,                ,"2,206,186",                ,                ,                ,                ,                ,"117,802",                ,                ,                ,                ,                ,                                                                                                    
1002,DR,DO,                ,                ,"3,954","11,449",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1002,MB,DO,                ,                ,"98,372",526,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1003,CR,PT,                ,                ,"13,430,088",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1003,DR,PT,                ,                ,                ,"2,118,836",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1003,FB,PT,                ,                ,"1,293,637",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1003,HR,DO,"197,321,627",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1003,LR,DO,"52,076,193",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1003,MB,DO,                ,                ,"5,655,102",                ,                ,                ,                ,                ,"3,531,719",                ,                ,                ,                ,                ,                                                                                                    
1003,MB,PT,                ,                ,"93,968","18,441",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1003,TB,DO,"5,511,858",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1004,DR,PT,                ,                ,"85,321",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1004,MB,PT,                ,                ,"306,464",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1005,DR,DO,                ,                ,"1,122","18,248",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1005,DR,PT,                ,                ,"1,392","40,499",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1005,MB,PT,                ,                ,"182,127","38,715",                ,                ,                ,                ,"22,863",                ,                ,                ,                ,                ,                                                                                                    
1006,DR,PT,                ,                ,"65,975",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1006,MB,PT,                ,                ,"278,000",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1007,DR,PT,                ,                ,"6,414","15,519",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1007,MB,PT,                ,                ,"161,980",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1008,DR,PT,                ,                ,                ,"431,506",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1008,MB,PT,                ,                ,"994,394","9,300",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1013,DR,PT,                ,                ,                ,"58,562",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1013,MB,PT,                ,                ,"268,579",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1014,DR,DO,                ,                ,"1,121","28,720",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1014,DR,PT,                ,                ,                ,"74,544",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1014,MB,DO,                ,                ,"385,746",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1015,DR,PT,                ,0,"4,805",0,0,0,0,0,0,0,0,0,0,0,                                                                                                    
1015,MB,PT,                ,0,"42,142",0,0,0,0,0,0,0,0,0,0,0,                                                                                                    
1016,MB,DO,                ,                ,"93,415",                ,                ,                ,                ,                ,"132,376",                ,                ,                ,                ,                ,                                                                                                    
1017,DR,PT,                ,                ,"262,213","160,625",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1017,MB,PT,                ,                ,"82,167",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1040,DR,PT,                ,                ,"10,949",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1040,MB,DO,                ,                ,"247,355",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1042,DR,DO,                ,                ,"39,929",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1047,MB,DO,                ,                ,"142,030",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1048,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"2,240","1,916,760",Kilograms of hydrogen                                                                               
1049,DR,DO,                ,                ,                ,"274,616",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1049,MB,DO,                ,                ,                ,"11,759",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1050,DR,PT,                ,                ,"70,848",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1050,MB,DO,                ,                ,"698,858",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
1051,DR,DO,                ,                ,"52,889",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
