AgencyID,Mode_Cd,Service_Cd,Kwh_Propulsion,Kwh_Charge_Batteries,Gl_Diesel_Num,Gl_Gas_Num,Gl_Lpg_Num,Gl_Lng_Num,Gl_Meth_Num,Gl_Eth_Num,Gl_Cng_Num,Gl_Bunker_Num,Gl_Kero_Num,Gl_Grain_Num,Other_Fuel_Num,Gl_Biodiesel_Num,Other_Energy_Desc
3023,MB,DO,                ,0,"252,427",0,0,0,0,0,0,0,0,0,0,0,                                                                                                    
3024,DR,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"106,335",                                                                                                    
3024,DR,PT,                ,                ,"49,903","22,731",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3024,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"399,963",                                                                                                    
3025,DR,PT,                ,                ,"5,626","5,118",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3025,MB,DO,                ,                ,"227,037",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3025,MB,PT,                ,                ,"5,369","16,108",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3026,DR,PT,                ,0,0,"1,328",0,0,0,0,0,0,0,0,0,0,                                                                                                    
3026,MB,DO,                ,0,"221,390",0,0,0,0,0,0,0,0,0,0,0,                                                                                                    
3027,DR,DO,                ,                ,                ,"20,215",                ,                ,                ,                ,                ,                ,                ,                ,                ,"100,970",                                                                                                    
3027,DR,PT,                ,                ,                ,"161,523",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3027,MB,DO,                ,                ,                ,"84,666",                ,                ,                ,                ,                ,                ,                ,                ,                ,"209,655",                                                                                                    
3027,MB,PT,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"62,083",                                                                                                    
3027,VP,PT,                ,                ,                ,"3,421",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3030,DR,PT,                ,                ,                ,"3,663,554",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3030,HR,DO,"491,982,667",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3030,MB,DO,                ,                ,"8,657,176",                ,                ,                ,                ,                ,"4,727,740",                ,                ,                ,                ,                ,                                                                                                    
3030,MB,PT,                ,                ,"325,862",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3034,CR,PT,"27,042,368",                ,"2,674,630",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3034,DR,DO,                ,                ,"90,328",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3034,DR,PT,                ,                ,"200,905","1,284,008",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3034,HR,DO,"46,294,385",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3034,LR,DO,"33,758,160",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3034,MB,DO,                ,                ,"6,954,309",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3034,MB,PT,                ,                ,"1,417,220",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3035,DR,DO,                ,                ,                ,"5,111",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3035,MB,DO,                ,                ,"118,844",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3036,MB,DO,                ,                ,"233,270","6,156",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3040,MB,DO,                ,                ,"122,057",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3041,DR,DO,                ,0,"30,724","19,232",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3041,MB,DO,                ,0,"26,190","2,825",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3042,DR,DO,                ,                ,"11,125",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3042,MB,DO,                ,                ,"77,999",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3044,MB,DO,                ,                ,"113,641",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3044,MB,PT,                ,                ,"123,314",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3045,DR,DO,                ,                ,                ,"245,942",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3048,DR,PT,                ,                ,"81,999","13,106",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3048,MB,PT,                ,                ,"144,690",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3051,DR,PT,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3051,MB,DO,                ,                ,"2,406,553","71,039",                ,                ,                ,                ,"962,108",                ,                ,                ,                ,"42,116",                                                                                                    
3054,DR,PT,                ,0,"5,055","16,397",0,0,0,0,0,0,0,0,0,0,                                                                                                    
3054,MB,DO,                ,0,0,0,0,0,0,0,"641,785",0,0,0,0,0,                                                                                                    
3054,VP,DO,                ,0,0,"20,468",0,0,0,0,0,0,0,0,0,0,                                                                                                    
3055,DR,DO,                ,                ,"51,784","36,701",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3055,MB,DO,                ,                ,"23,598",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3057,CR,PT,"31,932,500",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3058,MB,DO,                ,                ,"108,115",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3061,DR,PT,                ,                ,"1,244",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3061,MB,PT,                ,                ,"206,392",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3068,MB,PT,                ,                ,"2,069,256",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3069,DR,DO,                ,                ,"9,420","5,226",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3069,MB,DO,                ,                ,"42,848",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3070,MB,PT,                ,                ,"1,123,003",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3071,MB,DO,                ,                ,"470,921",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3071,MB,PT,                ,                ,"23,069",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3072,DR,DO,                ,                ,"60,006","4,117",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3072,MB,DO,                ,                ,"155,446",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3073,CR,PT,                ,                ,"1,769,854",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3074,DR,DO,                ,                ,"25,500","15,097",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3074,MB,DO,                ,                ,"67,685",29,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3075,DR,DO,                ,                ,"541,022","740,201",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3075,DR,PT,                ,                ,                ,"51,514",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3075,MB,DO,                ,                ,"1,587,035",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3075,MB,PT,                ,                ,"211,145","2,986",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3076,DR,DO,                ,                ,"8,588",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3076,MB,DO,                ,                ,"193,296",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3076,MB,PT,                ,                ,                ,                ,                ,                ,                ,                ,"108,090",                ,                ,                ,                ,                ,                                                                                                    
3078,VP,PT,                ,                ,                ,"58,651",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3079,MB,DO,                ,                ,"114,489",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3080,DR,PT,                ,                ,                ,"74,938",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3080,MB,PT,                ,                ,                ,                ,                ,                ,                ,                ,"277,242",                ,                ,                ,                ,"9,222",                                                                                                    
3081,MB,PT,                ,                ,"440,623",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3083,DR,PT,                ,                ,                ,"469,341",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3083,FB,PT,                ,                ,"29,624",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3083,MB,DO,                ,                ,"2,845,063",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3083,VP,DO,                ,                ,                ,"59,238",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3085,DR,DO,                ,                ,"58,801",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3085,MB,PT,                ,                ,"537,021",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3087,DR,DO,                ,                ,"46,403","1,921",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3087,DR,PT,                ,                ,"40,643","7,320",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3087,MB,DO,                ,                ,"42,828",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3087,MB,PT,                ,                ,"86,146",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3088,DR,PT,                ,                ,                ,"31,123",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3088,MB,PT,                ,                ,"28,255","119,956",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3089,DR,DO,                ,                ,                ,"7,753",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3089,MB,DO,                ,                ,"149,652","23,047",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3091,DR,DO,                ,                ,"8,853","8,277",                ,                ,                ,                ,                ,                ,                ,                ,                ,"1,404",                                                                                                    
3091,MB,DO,                ,                ,"184,891","1,728",                ,                ,                ,                ,                ,                ,                ,                ,                ,"3,351",                                                                                                    
3092,DR,PT,                ,                ,"40,045","45,128",                ,                ,                ,                ,                ,                ,                ,                ,                ,"7,780",                                                                                                    
3092,MB,PT,                ,                ,"2,478","15,799",                ,                ,                ,                ,                ,                ,                ,                ,                ,96,                                                                                                    
3094,DR,DO,                ,                ,                ,"12,503",                ,                ,                ,                ,                ,                ,                ,                ,                ,"2,185",                                                                                                    
3094,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"131,741",                                                                                                    
3095,DR,DO,                ,                ,                ,"46,982",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3095,MB,DO,                ,                ,"89,040",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3096,DR,DO,                ,                ,"47,071","17,820",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3096,MB,DO,                ,                ,"182,113","17,820",                ,                ,                ,                ,                ,                ,                ,                ,                ,"97,319",                                                                                                    
3101,DR,PT,                ,                ,"2,463",212,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3101,MB,PT,                ,                ,"26,522",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
3103,MB,DO,                ,                ,"97,132",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4001,DR,DO,                ,                ,"63,578",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4001,DR,PT,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4001,IP,DO,"81,720",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4001,MB,DO,                ,"358,518","535,565",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4002,DR,DO,                ,                ,"23,106","34,905","3,481",                ,                ,                ,                ,                ,                ,                ,                ,"5,776",                                                                                                    
4002,MB,DO,                ,                ,"463,445",896,"214,097",                ,                ,                ,                ,                ,                ,                ,                ,"115,862",                                                                                                    
4003,DR,DO,                ,                ,"378,017",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4003,LR,DO,"1,691,400",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4003,MB,DO,                ,                ,"1,770,332",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4004,DR,DO,                ,                ,"294,640","10,506",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4004,MB,DO,                ,                ,"1,548,053",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4005,DR,PT,                ,                ,                ,"23,860",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4005,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"222,955",                                                                                                    
4006,DR,DO,                ,                ,                ,"64,105",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4006,MB,DO,                ,                ,"286,297","17,851",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4007,MB,DO,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,"871,460",                                                                                                    
4008,DR,DO,                ,                ,"309,758",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4008,LR,DO,"6,699,660",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4008,MB,DO,                ,                ,"3,020,933",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4008,VP,DO,                ,                ,                ,"135,366",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4009,DR,DO,                ,0,"12,029","28,824",0,0,0,0,0,0,0,0,0,0,                                                                                                    
4009,MB,DO,                ,0,"199,145","1,438",0,0,0,0,0,0,0,0,0,0,                                                                                                    
4011,DR,DO,                ,                ,                ,"8,556",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4011,DR,PT,                ,                ,"4,093","5,735",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4011,MB,DO,                ,                ,"85,602","3,078",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4012,DR,DO,                ,                ,"86,851","18,502",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4012,MB,DO,                ,                ,"439,906",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4014,DR,DO,                ,                ,"56,884","2,726",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4014,MB,DO,                ,                ,"165,783",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4014,VP,PT,                ,                ,                ,"66,830",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4015,DR,DO,                ,                ,"31,778",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4015,MB,DO,                ,                ,"215,136",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4017,DR,PT,                ,                ,"117,530","81,071",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4017,MB,DO,                ,                ,"669,604",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4018,DR,DO,                ,                ,"19,826",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4018,DR,PT,                ,                ,"405,678","27,044",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4018,MB,DO,                ,                ,"1,962,729",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
4018,MB,PT,                ,                ,"21,351",                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                ,                                                                                                    
